Disease	MyCancerGenome Gene category	genes	Entrez gene name	Gene ID	Drug name	pubchem drug name	pubchem drug id	Other drug names	clinical trial ID	indication of drug-gene interaction	Interaction type
Lung cancer	KRAS	PI3K	PIK3CG	5294	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3CD	5293	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R1	5295	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R2	5296	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R3	8503	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R4	30849	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R5	23533	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3R6	146850	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Lung cancer	KRAS	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R5	23533	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	PI3K	PIK3R6	146850	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	KRAS	MEK1/2	MAP2k1	5604	MEK162	MEK162	10288191	N/A	NCT01363232	Purpose: MEK1/2 inhibitor MEK162	inhibitor
Lung cancer	KRAS	MEK1/2	MAP2k2	5605	MEK162	MEK162	10288191	N/A	NCT01363232	Purpose: MEK1/2 inhibitor MEK162	inhibitor
Lung cancer	KRAS	mTOR	mTOR	2475	Everolimus	Everolimus	6442177	N/A	NCT01427946	Exclusion criteria: Prior treatment with everolimus, other rapamycin analogs, AP23573(Ridaforolimus), rapamycin, or other mTOR inhibitors.	inhibitor
Lung cancer	KRAS	Hsp90	HSP90AB2	3329.6	IPI-504	retaspimycin hydrochloride	11685945	N/A	NCT01427946	Exclusion criteria: Prior treatment with IPI-504 or other Hsp90 inhibitors.	inhibitor
Lung cancer	KRAS	mTOR	mTOR	2475	Metformin	Metformin	4091	N/A	NCT01529593	Purpose: Metformin was designed to treat patients with diabetes. It may be able to block the protein mTOR and slow the growth of tumors.	inhibitor
Lung cancer	KRAS	mTOR	mTOR	2475	Temsirolimus	Temsirolimus	23724530	N/A	NCT01529593	Purpose: Temsirolimus is designed to block a protein called mTOR. 	inhibitor
Lung cancer	KRAS	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R5	23533	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	PI3K	PIK3R6	146850	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01571024	Exclusion criteria: Patients with history of prior treatment with a PI3K inhibitor	inhibitor
Lung cancer	KRAS	EGFR	EGFR	1956	Gefitinib	Gefitinib	123631	N/A	NCT01610336	Official title: INC280 Administered Orally in Combination With Gefitinib in Adult Patients With EGFR Mutated, c-MET-amplified Non-small Cell Lung Cancer. %Inclusion criteria: Documented EGFR  amplification.	inhibitor
Lung cancer	KRAS	Met	MET	4233	INC280	N/A	N/A	N/A	NCT01610336	Purpose: INC280 when added to gefitinib in patients with lung cancer that are known to have dysregulation of the c-MET pathway. %Official title: INC280 Administered Orally in Combination With Gefitinib in Adult Patients With EGFR Mutated, c-MET-amplified Non-small Cell Lung Cancer. %Inclusion criteria: Documented c-MET amplification.	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	TAS-115	N/A	N/A	N/A	NCT01610479	N/A	inhibitor
Lung cancer	KRAS	EWS-FLI2	N/A	N/A	Mithramycin	Plicamycin	163660	N/A	NCT01610570	Purpose:  Mithramycin in Children and Adults With Refractory Extracranial Solid Tumors (Phase I) or Ewing Sarcoma and EWSFLI1 Fusion Transcript. %Inclusion criteria: Ewing sarcoma with EWS-FLI1 fusion transcript.	inhibitor
Lung cancer	KRAS	EGFR	EGFR	1956	necitumumab	N/A	N/A	N/A	NCT01624467	Exclusion criteria: Have received necitumumab or any other monoclonal antibody targeting the EGFR as the most recent prior treatment	inhibitor
Lung cancer	KRAS	elF4e	ELF4	2000	ISIS 183750	N/A	N/A	N/A	NCT01675128	Detailed description: ISIS 183750 is a second-generation antisense oligonucleotide (ASO) designed to inhibit the production of the human eukaryotic translation initiation factor 4E (eIF4E) protein. 	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	erlotinib	erlotinib hydrochloride	176871	N/A	NCT01708954	N/A	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	SPI-1620	N/A	N/A	N/A	NCT01741155	N/A	inhibitor
Lung cancer	KRAS	kras	KRAS	3845	Selumetinib	Selumetinib	10127622	N/A	NCT01783197	Inclusion criteria: Patients planned for the pemetrexed single agent cohort, as well as those accrued to the RP2D expansion cohorts must have a documented KRAS mutation.	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	Cetuximab	N/A	N/A	N/A	NCT01787500	N/A	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	Irinotecan	Irinotecan	60838	N/A	NCT01787500	N/A	inhibitor
Lung cancer	KRAS	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	N/A	NCT01787500	Purpose: Vemurafenib is designed to block BRAFV600 inside the cancer cells. %Inclusion criteria: Cancers with positive BRAF V600 mutation. %Keywords: BRAF mutant, BRAF V600 Mutant Advanced Solid Malignancies.	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	Sunitinib	Sunitinib	5329102	N/A	NCT01829217	N/A	inhibitor
Lung cancer	KRAS	N/A	N/A	N/A	Bortezomib	Bortezomib	387447	N/A	NCT01833143	N/A	inhibitor
Lung cancer	Mek1	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	MEK1	Mek1	MAP2k1	5604	GSK1120212	Trametinib	11707110	N/A	NCT01658553	Detailed description: GSK1120212 is an orally administered, potent and highly selective small molecule inhibitor of MEK1. %Exclusion criteria: History of prior exposure to a MEK(activated extracellular signal-regulated kinase) inhibitor.	inhibitor
Lung cancer	Mek10	PI3K	PIK3R6	146850	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek11	MEK1/2	MAP2k1	5604	MEK162	MEK162	10288191	N/A	NCT01363232	Purpose: MEK1/2 inhibitor MEK162	inhibitor
Lung cancer	Mek12	MEK1/2	MAP2k2	5605	MEK162	MEK162	10288191	N/A	NCT01363232	Purpose: MEK1/2 inhibitor MEK162	inhibitor
Lung cancer	Mek2	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek3	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek4	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek5	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek6	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek7	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek8	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Mek9	PI3K	PIK3R5	23533	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01363232	Purpose: phosphatidylinositol 3'-kinase (PI3K) inhibitor BKM120	inhibitor
Lung cancer	Met	ROS	ROS1	6098	PF-02341066	Crizotinib	11626560	N/A	NCT00585195	Purpose: PF-02341066 is a new class of drugs called c-Met/Hepatocyte growth factor receptor tyrosine kinase inhibitors. This compound is also an inhibitor of the anaplastic lymphoma kinase (called ALK) tyrosine kinase and ROS receptor tyrosine kinases. %Inclusion criteria: Histologically confirmed advanced malignancies that are known to be sensitive to PF-03241066 inhibition, e.g. ALK, c-MET and ROS. 	inhibitor
Lung cancer	Met	ROS	ROS1	6098	PF-02341066	Crizotinib	11626560	N/A	NCT00585195	Purpose: PF-02341066 is a new class of drugs called c-Met/Hepatocyte growth factor receptor tyrosine kinase inhibitors. This compound is also an inhibitor of the anaplastic lymphoma kinase (called ALK) tyrosine kinase and ROS receptor tyrosine kinases. %Inclusion criteria: Histologically confirmed advanced malignancies that are known to be sensitive to PF-03241066 inhibition, e.g. ALK, c-MET and ROS. 	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Abraxane	TAXOL	36314	N/A	NCT00748553	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Lapatinib	lapatinib ditosylate	9941095	lapatinib ditosylate	NCT00790816	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Sunitinib	Sunitinib	5329102	N/A	NCT00884676	N/A	inhibitor
Lung cancer	Met	Flt3	FLT3	2322	PLX3399	N/A	N/A	N/A	NCT01014936	Purpose: PLX3397 is a selective inhibitor of Fms, Kit, and oncogenic Flt3 activity.	inhibitor
Lung cancer	Met	N/A	N/A	N/A	DM-CHOC-PEN	N/A	N/A	N/A	NCT01048008	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	KML-001	N/A	N/A	N/A	NCT01110226	N/A	inhibitor
Lung cancer	Met	c-MET	MET	4235	PF- 02341066	Crizotinib	11626560	N/A	NCT01121575	Official title: C- MET/ALK Inhibitor (PF- 02341066). 	inhibitor
Lung cancer	Met	c-MET	MET	4235	PF- 02341066	Crizotinib	11626560	N/A	NCT01121575	Official title: C- MET/ALK Inhibitor (PF- 02341066). 	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Cabazitaxel	Cabazitaxel	9854073	XRP6258	NCT01140607	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	SCB01A	N/A	N/A	N/A	NCT01159522	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Marqibo	vincristine	5978	N/A	NCT01222780	N/A	inhibitor
Lung cancer	Met	Wnt	wnt16	51384	PRI-724	N/A	N/A	N/A	NCT01302405	Purpose: PRI-724 is thought to work by blocking the Wnt signaling pathway that cancer cells need to grow and spread. 	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Erlotinib	erlotinib hydrochloride	176871	N/A	NCT01324479	N/A	inhibitor
Lung cancer	Met	histone deacetylase	N/A	N/A	LBH589B	N/A	N/A	N/A	NCT01341834	Purpose: This study will also be exploring the hypothesis that HDACi and mTOR inhibitors abrogate the effects of key viral proteins. %Official title: LBH589B (Histone Deacetylase Inhibitor).	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	RAD001	Everolimus	6442177	N/A	NCT01341834	Purpose: This study will also be exploring the hypothesis that HDACi and mTOR inhibitors abrogate the effects of key viral proteins. %Official title: RAD001 (mTOR Inhibitor). 	inhibitor
Lung cancer	Met	Her2	ERBB2	2064	HER-2 vaccine	N/A	N/A	N/A	NCT01376505	Purpose: Human Epidermal Growth Factor Receptor 2 (HER-2) B Cell Peptide Vaccine. 	inhibitor
Lung cancer	Met	Met	MET	4233	SAR125844	N/A	N/A	N/A	NCT01391533	Purpose: To evaluate the preliminary anti- tumoral effect of SAR125844 in patients with MET-gene amplified tumors and in patients with Phospho-MET positive tumors without MET-gene amplification. %Inclusion criteria: in the first cohort, patients with diagnosed MET- gene amplified and measurable tumors will be eligible. In the second cohort, patients with P-MET positive measurable solid tumor without MET-gene amplification will be eligible. %Exclusion criteria: Prior treatment with any MET inhibitor compound.	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Asp3026	ASP-3026	25134326	N/A	NCT01401504	N/A	inhibitor
Lung cancer	Met	N/A	N/A	N/A	Gefitinib	Gefitinib	123631	N/A	NCT01405846	N/A	inhibitor
Lung cancer	Met	Nectin-4	N/A	N/A	AGS-22M6E	N/A	N/A	N/A	NCT01409135	Detailed description: AGS-22M6E and ASG-22CE are fully human monoclonal antibody conjugated to a cytotoxic agent monomethyl auristatin E (MMAE) targeting Nectin-4. %Inclusion criteria: Subjects must have a tumor positive for Nectin-4 expression.	inhibitor
Lung cancer	Met	Nectin-4	N/A	N/A	ASG-22CE	N/A	N/A	N/A	NCT01409135	Detailed description: AGS-22M6E and ASG-22CE are fully human monoclonal antibody conjugated to a cytotoxic agent monomethyl auristatin E (MMAE) targeting Nectin-4. %Inclusion criteria: Subjects must have a tumor positive for Nectin-4 expression.	inhibitor
Lung cancer	Met	Met	MET	4233	onartuzumab	N/A	N/A	MetMAb	NCT01456325	Purpose: identified to be Met diagnostic-positive.	inhibitor
Lung cancer	Met	c-Met	MET	4237	ARQ 197	ARQ 197	11494412	N/A	NCT01468922	Purpose: ARQ 197 is an experimental drug that blocks a protein called c-MET, which cancer cells need to grow.	inhibitor
Lung cancer	Met	cMet	MET	4233	ABT-700	N/A	N/A	N/A	NCT01472016	Purpose: ABT-700, previously known as h224G11 in publications, is an anti-c-Met antibody. 	inhibitor
Lung cancer	Met	Met	MET	4233	onartuzumab	N/A	N/A	N/A	NCT01519804	Purpose: Adequate tissue for central IHC assay of Met receptor	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	Metformin	Metformin	4091	N/A	NCT01529593	Purpose: Metformin was designed to treat patients with diabetes. It may be able to block the protein mTOR and slow the growth of tumors.	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	Temsirolimus	Temsirolimus	23724530	N/A	NCT01529593	Purpose: Temsirolimus is designed to block a protein called mTOR. 	inhibitor
Lung cancer	Met	ALK	ALK	240	Crizotinib	crenolanib 	10366138	N/A	NCT01548144	Purpose: Crizotinib is designed to block a protein called ALK. 	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	Everolimus	Everolimus	6442177	N/A	NCT01596140	Official title: mTOR Inhibitor, Everolimus (Afinitor) or Temsirolimus (Torisel)	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	Temsirolimus	Temsirolimus	23724530	N/A	NCT01596140	Official title: mTOR Inhibitor, Everolimus (Afinitor) or Temsirolimus (Torisel)	inhibitor
Lung cancer	Met	BRAF	BRAF	673	Vemurafenib	Vemurafenib	42611257	N/A	NCT01596140	Purpose: Vemurafenib is designed to block BRAF. %Official title:  BRAF Inhibitor Vemurafenib. 	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	SAR245409	N/A	N/A	N/A	NCT01596270	N/A	inhibitor
Lung cancer	Met	PI3K	PIK3CA	5290	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3CB	5291	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3CG	5294	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3CD	5293	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R1	5295	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R2	5296	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R3	8503	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R4	30849	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R5	23533	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	PI3K	PIK3R6	146850	SAR245409	N/A	N/A	N/A	NCT01596270	Exclusion criteria: Intolerance of prior treatment with a PI3K inhibitor.	inhibitor
Lung cancer	Met	EGFR	EGFR	1956	Gefitinib	Gefitinib	123631	N/A	NCT01610336	Official title: INC280 Administered Orally in Combination With Gefitinib in Adult Patients With EGFR Mutated, c-MET-amplified Non-small Cell Lung Cancer. %Inclusion criteria: Documented EGFR  amplification.	inhibitor
Lung cancer	Met	Met	MET	4233	INC280	N/A	N/A	N/A	NCT01610336	Purpose: INC280 when added to gefitinib in patients with lung cancer that are known to have dysregulation of the c-MET pathway. %Official title: INC280 Administered Orally in Combination With Gefitinib in Adult Patients With EGFR Mutated, c-MET-amplified Non-small Cell Lung Cancer. %Inclusion criteria: Documented c-MET amplification.	inhibitor
Lung cancer	Met	N/A	N/A	N/A	TAS-116	N/A	N/A	N/A	NCT01610479	N/A	inhibitor
Lung cancer	Met	EWS-FLI3	N/A	N/A	Mithramycin	Plicamycin	163661	N/A	NCT01610570	Purpose:  Mithramycin in Children and Adults With Refractory Extracranial Solid Tumors (Phase I) or Ewing Sarcoma and EWSFLI1 Fusion Transcript. %Inclusion criteria: Ewing sarcoma with EWS-FLI1 fusion transcript.	inhibitor
Lung cancer	Met	mTOR	mTOR	2475	temsirolimus	Temsirolimus	23724530	N/A	NCT01625156	Detailed description: To assess for pharmacodynamic evidence of c-Met and mammalian target of rapamycin (mTOR) inhibition.	inhibitor
