Molecular Target	Entrez Gene Name	Enterez Gene Id	Drug name	Other drug name	Pubchem name	CID	SID	Interaction type	Mode of action	Clinical Trial ID(s)	Detail	Phase	Include this entry?	Comments
PARP1/2	PARP2	10038	E7449	N/A	N/A	N/A	N/A	inhibitor	PARP inhibitor	NCT01618136	Advanced solid tumors An Open-Label, Multicenter, Phase 1/2 Study of Poly(ADP-Ribose) Polymerase (PARP) Inhibitor E7449 as Single Agent in Subjects With Advanced Solid Tumors or With B-cell Malignancies and in Combination With Temozolomide (TMZ) or With Carboplatin and Paclitaxel in Subjects With Advanced Solid Tumors	I	1	
PARP1/2	PARP2	10038	Olaparib	AZD2281	Olaparib	23725625	N/A	inhibitor	PARP inhibitor	NCT01623349	Recurrent ovarian cancer Phase I Study of the Oral PI3kinase Inhibitor BKM120 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or Recurrent High Grade Serous Ovarian Cancer	I	1	
PARP1/2	PARP2	10038	Veliparib	ABT-888	Veliparib	11960529	N/A	inhibitor	PARP inhibitor	NCT01749397	Recurrent (metastatic) epithelial ovarian cancer A Phase I Trial of the Combination of the PARP Inhibitor ABT-888 With Intraperitoneal Floxuridine (FUDR) in Epithelial Ovarian, Primary Peritoneal and Fallopian Tube Cancers	I	1	
PARP1/2	PARP2	10038	Veliparib	ABT-888	Veliparib	11960529	N/A	inhibitor	PARP inhibitor	NCT01853306	Platinum-sensitive recurrent BRCA1/2 mutated or G3 serous ovarian cancer A Phase 1 Study to Evaluate the Safety, Pharmacokinetics and Oral Bioavailability of Veliparib in Subjects With Solid Tumors	I	1	
PARP1/2	PARP2	10038	Veliparib	ABT-888	Veliparib	11960529	N/A	inhibitor	PARP inhibitor	NCT01012817	Platinum-refractory or recurrent (< 1yr after Pt treatment) ovarian epithelial or primary peritoneal cancer A Phase I/II Trial of ABT-888, an Inhibitor of Poly(ADP-ribose) Polymerase (PARP), and Topotecan (TPT) in Patients With Solid Tumors (Phase I) and Relapsed or Refractory Ovarian Cancer or Primary Peritoneal Cancer (Phase II) After Prior Platinum Containing First-Line Chemotherapy	I/II	1	
PARP1/2	PARP2	10038	Rucaparib	AG014699, PF-01367338	RUCAPARIB	9931954	N/A	inhibitor	PARP inhibitor	NCT01482715	gBRCA mutation ovarian cancer, platinum sensitive A Phase I/II, Open-Label, Safety, Pharmacokinetic, and Preliminary Efficacy Study of Oral Rucaparib in Patients With gBRCA Mutation Breast or Ovarian Cancer, or Other Solid Tumor	I/II	1	
PARP1/2	PARP2	10038	Olaparib	AZD2281	Olaparib	23725625	N/A	inhibitor	PARP inhibitor	NCT01650376	Relapsed ovarian cancer Phase Ib With Expansion of Patients at the MTD Study of Olaparib Plus Weekly (Metronomic) Carboplatin and Paclitaxel in Relapsed Ovarian Cancer Patients	I/II	1	
PARP1/2	PARP2	10038	Niraparib	MK4827	Niraparib	24958200	N/A	inhibitor	PARP inhibitor	NCT01847274	Platinum-sensitive G3 serous (or germline BRCA) ovarian cancer A Phase 3 Randomized Double-blind Trial of Maintenance With Niraparib Versus Placebo in Patients With Platinum Sensitive Ovarian Cancer	III	1	
PD-1 receptor	PDCD1	5133	BMS-936558	Anti-PD-1 human mab MDX-1106, MDX-1106, nivolumab, ONO-4538	Nivolumab	N/A	160698453	blocker	blocks PDL-1/2-dependent negative regulation of T	NCT01714739	Advanced ovarian cancer A Phase 1 Dose Escalation and Cohort Expansion Study of the Safety, Tolerability and Efficacy of Anti-KIR (BMS-986015) Administered in Combination With Anti-PD-1 (BMS-936558) in Advanced Refractory Solid Tumors	I	1	
PDGFR	PDGFRA	5156	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01438554	Advanced Cancer Study Determining the Safety and Tolerability of Combination Therapy With Pazopanib and GSK1120212 in Advanced Solid Tumors Enriched With Patients With Advanced Differentiated Thyroid Cancer	I	1	
PDGFR	PDGFRA	5156	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01639911	Advanced Solid Tumors Phase I Study of Aurora A Kinase Inhibitor (MLN8237) Given in Combination With Selective VEGFR Inhibitor Pazopanib (Votrient) for Therapy in Solid Tumors	I	1	
PDGFR	PDGFRA	5156	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01639911	Advanced solid tumors Phase I Study of Aurora A Kinase Inhibitor (MLN8237) Given in Combination With Selective VEGFR Inhibitor Pazopanib (Votrient) for Therapy in Solid Tumors	I	1	
PDGFR	PDGFRA	5156	Dovitinib	RTK inhibitor TKI258	Dovitinib	9886808	N/A	inhibitor	Multi-targeted RTK inhibitor	NCT01831726	Advanced Tumors With Mutations or Translocations of FGFR, PDGFR, VEGF, cKIT, FLT3, CSFR1, Trk and RET Dovitinib for Patients With Tumor Pathway Activations Inhibited by Dovitinib	I	1	
PDGFR	PDGFRA	5156	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01485874	Platinum-resistant or refractory ovarian cancer A Phase I-II Clinical Trial of Pegylated Liposomal Doxorubicin (Doxil) in Combination With BIBF 1120 in Patients With Ovarian Cancer: Hoosier Oncology Group GYN10-149	I/II	1	
PDGFR	PDGFRA	5156	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01610206	Recurrent ovarian cancer A Randomized Open Label Phase II Study of Weekly Gemcitabine Plus Pazopanib Versus Weekly Gemcitabine Alone in the Treatment of Patients With Persistent or Relapsed Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
PDGFR	PDGFRA	5156	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01669798	Bevacizumab resistant recurrent ovarian cancer Phase II Evaluation of BIBF 1120 in the Treatment of Bevacizumab-Resistant, Persistent, or Recurrent Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Carcinoma	II	1	
PDGFRb	PDGFRB	5159	Sorafenib	BAY 43-9006, BAY 43-9006 tosylate salt, Nexavar	Sorafenib	216239	N/A	inhibitor	RAF, VEGFR2, and PDGFR-beta inhibitors	NCT01303341	Advanced solid tumors A Phase I Trial of Riluzole and Sorafenib in Patients With Advanced Solid Tumors and Melanoma	I	1	
PDGFR	PDGFRB	5159	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01438554	Advanced Cancer Study Determining the Safety and Tolerability of Combination Therapy With Pazopanib and GSK1120212 in Advanced Solid Tumors Enriched With Patients With Advanced Differentiated Thyroid Cancer	I	1	
PDGFR	PDGFRB	5159	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01639911	Advanced Solid Tumors Phase I Study of Aurora A Kinase Inhibitor (MLN8237) Given in Combination With Selective VEGFR Inhibitor Pazopanib (Votrient) for Therapy in Solid Tumors	I	1	
PDGFR	PDGFRB	5159	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01639911	Advanced solid tumors Phase I Study of Aurora A Kinase Inhibitor (MLN8237) Given in Combination With Selective VEGFR Inhibitor Pazopanib (Votrient) for Therapy in Solid Tumors	I	1	
PDGFR	PDGFRB	5159	Dovitinib	RTK inhibitor TKI258	Dovitinib	9886808	N/A	inhibitor	Multi-targeted RTK inhibitor	NCT01831726	Advanced Tumors With Mutations or Translocations of FGFR, PDGFR, VEGF, cKIT, FLT3, CSFR1, Trk and RET Dovitinib for Patients With Tumor Pathway Activations Inhibited by Dovitinib	I	1	
PDGFR	PDGFRB	5159	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01485874	Platinum-resistant or refractory ovarian cancer A Phase I-II Clinical Trial of Pegylated Liposomal Doxorubicin (Doxil) in Combination With BIBF 1120 in Patients With Ovarian Cancer: Hoosier Oncology Group GYN10-149	I/II	1	
PDGFR	PDGFRB	5159	Pazopanib	Votrient	Pazopani	10113978	N/A	inhibitor	VEFGR, c-Kit, and PDGFR inhibitor	NCT01610206	Recurrent ovarian cancer A Randomized Open Label Phase II Study of Weekly Gemcitabine Plus Pazopanib Versus Weekly Gemcitabine Alone in the Treatment of Patients With Persistent or Relapsed Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
PDGFR	PDGFRB	5159	Nintedanib	BIBF 1120, Vargatef	Nintedanib	56843413	N/A	inhibitor	VEGFR, FGFR, PDGFR, and FLT3 inhibitor	NCT01669798	Bevacizumab resistant recurrent ovarian cancer Phase II Evaluation of BIBF 1120 in the Treatment of Bevacizumab-Resistant, Persistent, or Recurrent Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Carcinoma	II	1	
PI3K	PI3KCA	5290	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT00962611	Advanced Cancer BAY80-6946 Open Label, Phase I Study in Patients With Advanced Cancer	I	1	
PI3K	PI3KCA	5290	GDC-0941	N/A	GDC-0941	17755052	N/A	inhibitor	pan-PI3K inhibitor	NCT00996892	Advanced Cancer A Study Evaluating the Safety, Tolerability and Pharmacokinetics of GDC-0973 in Combination With GDC-0941 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors	i	1	
PI3K alpha	PI3KCA	5290	BYL719	P13K Inhibitor BYL719, phosphoinositide 3-Kinase inhibitor BYL719	BYL719	56649450	N/A	inhibitor	PI3K inhibitor	NCT01219699	Advanced cancerwith PIK3CA gene alteration A Study of BYL719 in Adult Patients With Advanced Solid Malignancies, Whose Tumors Have an Alteration of the PIK3CA Gene	I	1	
PI3K	PI3KCA	5290	GSK2126458	PI3K Inhibitor GSK2126458	GSK2126458	25167777	N/A	inhibitor	pan-PI3K inhibitor	NCT01248858	Advanced Cancer Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Clinical Activity of GSK2126458 and GSK1120212 Combination Therapy in Subjects With Advanced Solid Tumors.	I	1	
PI3K	PI3KCA	5290	ZSTK474	N/A	ZSTK474	11647372	N/A	inhibitor	pan-PI3K inhibitor	NCT01280487	Advanced cancer A Safety Study of Oral ZSTK474 in Patients With Cancer	I	1	
PI3K	PI3KCA	5290	BEZ235	NYP-BEZ235	NVP-BEZ235	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01343498	Advanced Cancer Study of PI3 Kinase/mTOR Inhibitor BEZ235 Twice Daily for Advanced Solid Tumors	I	1	
PI3K	PI3KCA	5290	PF-05212384, PF-04691502	PI3K/mTOR Kinase Inhibitor PF-04691502, PKI-587	PKI-587	44516953	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01347866	Advanced Cancer Study Of PI3K/mTOR Inhibitors In Combination With A MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer	I	1	
PI3K	PI3KCA	5290	PF-05212384, PF-04691502	PI3K/mTOR Kinase Inhibitor PF-04691502, PKI-587	PKI-591	44516953	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01347866	Advanced Cancer Study Of PI3K/mTOR Inhibitors In Combination With A MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer	I	1	
PI3K	PI3KCA	5290	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01363232	NRAS, KRAS, or BRAF mutant advanced cancer A Phase Ib, Open-label, Multi-center, Dose-escalation and Expansion Study of an Orally Administered Combination of BKM120 Plus MEK162 in Adult Patients With Selected Advanced Solid Tumors	I	1	
PI3K	PI3KCA	5290	DS-7423	N/A	N/A	N/A	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01364844	Advanced cancer Safety and Tolerability of DS-7423 in Subjects With Advanced Solid Malignant Tumors	I	1	
PI3K alpha	PI3KCA	5290	BYL719	P13K Inhibitor BYL719, phosphoinositide 3-Kinase inhibitor BYL719	BYL719	56649450	N/A	inhibitor	PI3K inhibitor	NCT01387321	Advanced Cancer A Study of BYL719 in Adult Patients With Advanced Solid Malignancies	I	1	
PI3K	PI3KCA	5290	SAR245409	XL765, PI3K/mTOR Dual Kinase Inhibitor XL765	XL765	49867926	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01390818	Adv cancer with mutation in PTEN, BRAF, KRAS, NRAS, PI3KCA, ErbB1, ErbB2, MET, RET, c-KIT, GNAQ, GNA11 Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors	I	1	
PI3K	PI3KCA	5290	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01411410	Advanced solid tumors A Phase 1 Study of BAY80-6946 (Phosphatidylinositol 3?-Kinase Inhibitor) in Combination With Paclitaxel in Subjects With Advanced Solid Malignancy	I	1	
PI3K	PI3KCA	5290	SAR245408	XL147	XL147	1893730	N/A	inhibitor	pan-PI3K inhibitor	NCT01436565	Advanced Cancer A Study of Investigational SAR256212 in Combination With SAR245408 in Patients With Solid Tumor Cancers	I	1	
PI3K alpha	PI3KCA	5290	MLN-1117	INK-1117	N/A	N/A	N/A	inhibitor	PI3K inhibitor	NCT01449370	Advanced solid tumors A Phase I, Dose Escalation Study of MLN1117 in Subjects With Advanced Solid Malignancies Followed by Expansion in Subjects With Measurable Disease	I	1	
PI3K	PI3KCA	5290	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
PI3K	PI3KCA	5290	BEZ235	NYP-BEZ235	NVP-BEZ235	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01482156	Advanced Cancer Dose Finding Study of RAD001 (Everolimus, Afinitor) in Combination With BEZ235 in Patients With Advanced Solid Tumors	I	1	
PI3K	PI3KCA	5290	BEZ235	NYP-BEZ235	NVP-BEZ239	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01508104	Advanced Cancer Safety Study of BEZ235 With Everolimus in Subjects With Advanced Solid Tumors	I	1	
PI3K	PI3KCA	5290	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01623349	Recurrent ovarian cancer Phase I Study of the Oral PI3kinase Inhibitor BKM120 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or Recurrent High Grade Serous Ovarian Cancer	I	1	
PI3K	PI3KCA	5290	P7170	PI3K/mTOR/ALK-1/DNA-PK inhibitor P7170	N/A	N/A	N/A	inhibitor	PI3K/mTOR/ALK-1/DNA-PK inhibitor	NCT01762410	Advanced Refractory Solid Tumors An Open Label Multicentric Phase 1 Study of Oral PI3K/mTOR Inhibitor P7170 in Patients With Advanced Refractory Solid Tumors.	I	1	
PI3K alpha	PI3KCA	5290	BYL719	P13K Inhibitor BYL719, phosphoinositide 3-Kinase inhibitor BYL719	BYL719	56649450	N/A	inhibitor	PI3K inhibitor	NCT01708161	Advanced ovarian cancer with PIK3CA mutation A Phase Ib/II Study of the Combination of BYL719 Plus AMG 479 in Adult Patients With Selected Solid Tumors	I/II	1	
PI3K	PI3KCA	5290	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01392521	Advanced Cancer Phase Ib Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With MEK (Mitogen-activated Protein Kinase) Inhibitor BAY86-9766 in Patients With Advanced Cancer	Ib	1	
PI3K alpha	PI3KCA	5290	BYL719	P13K Inhibitor BYL719, phosphoinositide 3-Kinase inhibitor BYL719	BYL719	56649450	N/A	inhibitor	PI3K inhibitor	NCT01449058	Advanced BRAF or KRAS mutant cancers A Phase Ib Study of MEK162 Plus BYL719 in Adult Patients With Selected Advanced Solid Tumors	Ib	1	
PI3K	PI3KCA	5290	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01550380	Advanced ovarian cancer w/ P13K pathway activation A Study of BKM120 as a Single Agent in First Line Therapy in Advanced, Metastatic, or Recurrent Endometrial Cancers	II	1	
PI3K	PI3KCB	5291	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT00962611	Advanced Cancer BAY80-6946 Open Label, Phase I Study in Patients With Advanced Cancer	I	1	
PI3K	PI3KCB	5291	GDC-0941	N/A	GDC-0942	17755052	N/A	inhibitor	pan-PI3K inhibitor	NCT00996892	Advanced Cancer A Study Evaluating the Safety, Tolerability and Pharmacokinetics of GDC-0973 in Combination With GDC-0941 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors	i	1	
PI3K	PI3KCB	5291	GSK2126458	PI3K Inhibitor GSK2126458	GSK2126458	25167777	N/A	inhibitor	pan-PI3K inhibitor	NCT01248858	Advanced Cancer Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics, and Clinical Activity of GSK2126458 and GSK1120212 Combination Therapy in Subjects With Advanced Solid Tumors.	I	1	
PI3K	PI3KCB	5291	ZSTK474	N/A	ZSTK474	11647372	N/A	inhibitor	pan-PI3K inhibitor	NCT01280487	Advanced cancer A Safety Study of Oral ZSTK474 in Patients With Cancer	I	1	
PI3K	PI3KCB	5291	BEZ235	NYP-BEZ235	NVP-BEZ236	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01343498	Advanced Cancer Study of PI3 Kinase/mTOR Inhibitor BEZ235 Twice Daily for Advanced Solid Tumors	I	1	
PI3K	PI3KCB	5291	PF-05212384, PF-04691502	PI3K/mTOR Kinase Inhibitor PF-04691502, PKI-587	PKI-588	44516953	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01347866	Advanced Cancer Study Of PI3K/mTOR Inhibitors In Combination With A MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer	I	1	
PI3K	PI3KCB	5291	PF-05212384, PF-04691502	PI3K/mTOR Kinase Inhibitor PF-04691502, PKI-587	PKI-592	44516953	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01347866	Advanced Cancer Study Of PI3K/mTOR Inhibitors In Combination With A MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer	I	1	
PI3K	PI3KCB	5291	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01363232	NRAS, KRAS, or BRAF mutant advanced cancer A Phase Ib, Open-label, Multi-center, Dose-escalation and Expansion Study of an Orally Administered Combination of BKM120 Plus MEK162 in Adult Patients With Selected Advanced Solid Tumors	I	1	
PI3K	PI3KCB	5291	DS-7423	N/A	N/A	N/A	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01364844	Advanced cancer Safety and Tolerability of DS-7423 in Subjects With Advanced Solid Malignant Tumors	I	1	
PI3K	PI3KCB	5291	SAR245409	XL765, PI3K/mTOR Dual Kinase Inhibitor XL765	XL765	49867926	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01390818	Adv cancer with mutation in PTEN, BRAF, KRAS, NRAS, PI3KCA, ErbB1, ErbB2, MET, RET, c-KIT, GNAQ, GNA11 Trial of MEK Inhibitor and PI3K/mTOR Inhibitor in Subjects With Locally Advanced or Metastatic Solid Tumors	I	1	
PI3K	PI3KCB	5291	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01411410	Advanced solid tumors A Phase 1 Study of BAY80-6946 (Phosphatidylinositol 3?-Kinase Inhibitor) in Combination With Paclitaxel in Subjects With Advanced Solid Malignancy	I	1	
PI3K	PI3KCB	5291	SAR245408	XL147	XL147	1893730	N/A	inhibitor	pan-PI3K inhibitor	NCT01436565	Advanced Cancer A Study of Investigational SAR256212 in Combination With SAR245408 in Patients With Solid Tumor Cancers	I	1	
PI3K	PI3KCB	5291	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
PI3K	PI3KCB	5291	BEZ235	NYP-BEZ235	NVP-BEZ236	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01482156	Advanced Cancer Dose Finding Study of RAD001 (Everolimus, Afinitor) in Combination With BEZ235 in Patients With Advanced Solid Tumors	I	1	
PI3K	PI3KCB	5291	BEZ235	NYP-BEZ235	NVP-BEZ240	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01508104	Advanced Cancer Safety Study of BEZ235 With Everolimus in Subjects With Advanced Solid Tumors	I	1	
PI3K	PI3KCB	5291	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01623349	Recurrent ovarian cancer Phase I Study of the Oral PI3kinase Inhibitor BKM120 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or Recurrent High Grade Serous Ovarian Cancer	I	1	
PI3K	PI3KCB	5291	P7170	PI3K/mTOR/ALK-1/DNA-PK inhibitor P7170	N/A	N/A	N/A	inhibitor	PI3K/mTOR/ALK-1/DNA-PK inhibitor	NCT01762410	Advanced Refractory Solid Tumors An Open Label Multicentric Phase 1 Study of Oral PI3K/mTOR Inhibitor P7170 in Patients With Advanced Refractory Solid Tumors.	I	1	
PI3K	PI3KCB	5291	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01392521	Advanced Cancer Phase Ib Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With MEK (Mitogen-activated Protein Kinase) Inhibitor BAY86-9766 in Patients With Advanced Cancer	Ib	1	
PI3K	PI3KCB	5291	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01550380	Advanced ovarian cancer w/ P13K pathway activation A Study of BKM120 as a Single Agent in First Line Therapy in Advanced, Metastatic, or Recurrent Endometrial Cancers	II	1	
PI3K	PI3KCD	5293	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT00962611	Advanced Cancer BAY80-6946 Open Label, Phase I Study in Patients With Advanced Cancer	I	1	
PI3K	PI3KCD	5293	GDC-0941	N/A	GDC-0944	17755052	N/A	inhibitor	pan-PI3K inhibitor	NCT00996892	Advanced Cancer A Study Evaluating the Safety, Tolerability and Pharmacokinetics of GDC-0973 in Combination With GDC-0941 When Administered in Patients With Locally Advanced or Metastatic Solid Tumors	i	1	
