entrez_id	entrez_gene_symbol	entrez_gene_synonyms	ensembl_ids
2613	GAPDHP71	GAPDHL16,GAPDL16	
2693	GHSR		ENSG00000121853
644051	LOC644051		
115110	LOC115110		
100128226	LOC100128226		
7531	YWHAE	14-3-3E,KCIP-1,MDCR,MDS	ENSG00000108953
389141	RPSAP29	RPSA_6_392	
359845	FAM101B		ENSG00000183688
100422950	MIR3141		
100873362	RNA5SP30	RN5S30	
100873208	MTND3P1		
1069	CETN2	CALT,CEN2	ENSG00000147400
373856	USP41		ENSG00000161133
116540	MRPL53	L53MT	ENSG00000204822
442179	OR1F12	OR1F12P,OR1F12Q,OR6-12,hs6M1-35P	
6293	VPS52	ARE1,RP5-1033B10,SAC2,SACM2L,dJ1033B10.5	ENSG00000223501
221395	GPR116	KPG_001	ENSG00000069122
170384	FUT11		ENSG00000196968
611	OPN1SW	BCP,BOP,CBT	ENSG00000128617
388536	ZNF790		ENSG00000197863
403263	OR4G11P		
100288748	LOC100288748		
9212	AURKB	AIK2,AIM-1,AIM1,ARK2,AurB,IPL1,PPP1R48,STK12,STK5,aurkb-sv1,aurkb-sv2	ENSG00000178999
93589	CACNA2D4	RCD4	ENSG00000151062
28762	IGLVIV-53	IGLV(IV)-53,IGLVIV53,V4-5P	
9706	ULK2	ATG1B,Unc51.2	ENSG00000083290
100506792	LOC100506792		
392490	FLJ44635		
3071	NCKAP1L	HEM1	ENSG00000123338
5054	SERPINE1	PAI,PAI-1,PAI1,PLANH1	ENSG00000106366
5784	PTPN14	PEZ,PTP36	ENSG00000152104
56001	NXF2	CT39,TAPL-2	ENSG00000185554
100873950	ZIC4-AS1		
283927	NUDT7		ENSG00000140876
51433	ANAPC5	APC5	ENSG00000089053
3636	INPPL1	SHIP2	ENSG00000165458
574493	MIR520H	MIRN520H	
92949	ADAMTSL1	ADAMTSL-1,ADAMTSR1,C9orf94,PUNCTIN	ENSG00000178031
100271558	RPS15AP23	RPS15A_12_849	
100847008	MIR4524B		
100873694	RNA5SP449	RN5S449	
284013	VMO1	ERGA6350,PRO21055	ENSG00000182853
100507257	MEG9	LINC00584	
26843	RNU3P3	U3,U3.5,u3.7	
327	APEH	AARE,ACPH,APH,D3F15S2,D3S48E,DNF15S2,OPH	ENSG00000164062
100127906	PQLC1P2		
440577	LOC440577		
100631288	LOC100631288		
266693	EZH2P1		
256957	C17orf66		ENSG00000172653
100532726	NDUFC2-KCTD14		ENSG00000259112
50807	ASAP1	AMAP1,CENTB4,DDEF1,PAG2,PAP,ZG14P	ENSG00000153317
1881	EBM		
653435	LOC653435		
100189222	TRNAT9		
341416	OR6C2	OR6C67	ENSG00000179695
450208	LCEP1		
100421614	LOC100421614		
3197	HOXA@	HOX1@	
5239	PGM5	PGMRP	ENSG00000154330
5422	POLA1	POLA,p180	ENSG00000101868
5782	PTPN12	PTP-PEST,PTPG1	ENSG00000127947
94015	TTYH2	C17orf29	ENSG00000141540
100271586	RPS27P28	RPS27_16_1593	
55909	BIN3		ENSG00000147439
10452	TOMM40	C19orf1,D19S1177E,PER-EC1,PEREC1,TOM40	ENSG00000130204
728753	FAM90A19P	FAM90A19	
6809	STX3	STX3A	ENSG00000166900
100505776	LOC100505776		
642738	RPL21P69	RPL21_27_774	
1633	DCK		ENSG00000156136
100128738	LOC100128738		
100874454	HIGD1AP13		
339479	FAM5C	BRINP3,DBCCR1L,DBCCR1L1	ENSG00000162670
100996774	LOC100996774		
339881	EIF4BP8		
100422186	LOC100422186		
100507065	LOC100507065		
100422598	LOC100422598		
28831	IGLJ3	J3	
286102	TMED10P1	TMED10P,Tmp21-II	
84872	ZC3H10	ZC3HDC10	ENSG00000135482
6095	RORA	NR1F1,ROR1,ROR2,ROR3,RZR-ALPHA,RZRA	ENSG00000069667
9073	CLDN8		ENSG00000156284
89777	SERPINB12	YUKOPIN	ENSG00000166634
255480	TBX5-AS1		
140699	C20orf132	C20orf131,dJ621N11.3,dJ621N11.4	ENSG00000101353
152485	ZNF827		ENSG00000151612
351773	MRPL51P1		
100379142	NCLP2	bA85L21.1	
100422479	LOC100422479		
200025	PFN1P3	COAS-3,COAS3	
100130632	LOC100130632		
1401	CRP	PTX1	ENSG00000132693
25927	CNRIP1	C2orf32,CRIP1	ENSG00000119865
729484	RPL21P18	RPL21_46_1252	ENSG00000184796
100126319	MIR216B	MIRN216B	
100128140	RPS4XP17	RPS4P17,RPS4X_7_1505	
79312	OR1AA1P		
4289	MKLN1	TWA2	ENSG00000128585
827	CAPN6	CANPX,CAPNX,CalpM,DJ914P14.1	ENSG00000077274
83592	AKR1E2	AKR1CL2,AKRDC1,LoopADR,hTSP,htAKR	ENSG00000165568
100189536	TRNAK42P		
81033	KCNH6	ERG2,HERG2,Kv11.2	ENSG00000173826
100131132	LOC100131132		
6950	TCP1	CCT-alpha,CCT1,CCTa,D6S230E,TCP-1-alpha	ENSG00000120438
100133183	LOC100133183		
2983	GUCY1B3	GC-S-beta-1,GC-SB3,GUC1B3,GUCB3,GUCSB3,GUCY1B1	ENSG00000061918
100302140	MIR1302-6	MIRN1302-6,hsa-mir-1302-6	
28354	IGHVIII-5-1	3-05.1P,IGHVIII51	
9953	HS3ST3B1	30ST3B1,3OST3B1	ENSG00000125430
693191	MIR606	MIRN606,hsa-mir-606	
64123	ELTD1	ETL,KPG_003	ENSG00000162618
100420393	LOC100420393		
5711	PSMD5	S5B	ENSG00000095261
100381208	RNY5P2		
910	CD1B	CD1,CD1A,R1	ENSG00000158485
100130256	LOC100130256		
693	BTF3P1	HUMBTFA	
91056	AP5B1	AP-5,PP1030	ENSG00000254470
8690	JRKL	HHMJG	ENSG00000183340
100873428	RNA5SP163	RN5S163	
100126497	TRNAT-AGU		
10261	IGSF6	DORA	ENSG00000140749
28988	DBNL	ABP1,HIP-55,SH3P7	ENSG00000136279
619475	PFM3		
23041	MON2		ENSG00000061987
400652	RPS3AP49	RPS3A_23_1608	
100462799	FTH1P25	FTHL25	
653420	TCEB3CL2		
7341	SUMO1	DAP1,GMP1,OFC10,PIC1,SENP2,SMT3,SMT3C,SMT3H3,UBL1	ENSG00000116030
79999	LOC79999		
57511	COG6	CDG2L,COD2	ENSG00000133103
100287177	LOC100287177		
100189268	TRNAQ21		
100507099	FRY-AS1		
57153	SLC44A2	CTL2,PP1292	ENSG00000129353
286467	LOC286467		
100271145	RPL7P53	RPL7_30_1785	
6885	MAP3K7	MEKK7,TAK1,TGF1a	ENSG00000135341
28631	TRBJ1-5	TCRBJ1S5,TRBJ15	
10276	NET1	ARHGEF8,NET1A	ENSG00000173848
84089	IGLVVII-41-1	lambdavg1	
387357	THEMIS	C6orf190,C6orf207,GASP,SPOT,TSEPA,bA325O24.3,bA325O24.4	ENSG00000172673
647249	GAPDHP36		
100420831	LOC100420831		
158056	MAMDC4	AEGP	ENSG00000177943
442232	RPL17P25	RPL17_6_718	
25787	DGCR9	DGS-A	
644387	LOC644387		
282786	OR8G7P		
613211	DEFB134		ENSG00000205882
165140	OXER1	GPCR,GPR170,TG1019	ENSG00000162881
6789	STK4	KRS2,MST1,YSK3	ENSG00000101109
359783	MRPS7P1		
3182	HNRNPAB	ABBP1,HNRPAB	ENSG00000197451
653606	PRAMEF22	PRAMEF3L	ENSG00000204508
344387	CDKL4		ENSG00000205111
728315	RPL7AP31	RPL7A_7_480	
100462867	TCEB1P6		
1888	EBVS1		
339593	LOC339593		
57823	SLAMF7	19A,CD319,CRACC,CS1	ENSG00000026751
728769	LOC728769		
2647	BLOC1S1	BLOS1,GCN5L1,MICoA,RT14	ENSG00000135441,ENSG00000258311
79586	CHPF	CHSY2,CSS2	ENSG00000123989
389676	C8orf87		ENSG00000254318
441864	TARM1	OLT-2	ENSG00000248385
729422	GAGE12C	GAGE-12B	ENSG00000237671
56252	YLPM1	C14orf170,ZAP113,ZAP3	ENSG00000119596
63892	THADA	GITA	ENSG00000115970
100505794	LOC100505794		
402135	OR5K2	OR3-9	ENSG00000231861
339894	LOC339894		
100128310	LOC100128310		
100131378	C11orf91		ENSG00000205177
100499471	LOC100499471		
339302	CPLX4	CPX-IV,CPXIV	ENSG00000166569
8249	MGR2	MFTS	
123811	FOPNL	C16orf63,FOR20,PHSECRG2	ENSG00000133393
7617	ZNF66P	ZNF66	
414260	LINC00619	C10orf136,bA168P8.1	
28523	TRDD3	TCRD	
1665	DHX15	DBP1,DDX15,HRH2,PRP43,PRPF43,PrPp43p	ENSG00000109606
100506207	LOC100506207		
100194425	LOC100194425		
128272	ARHGEF19	WGEF	ENSG00000142632
26769	SNORD81	RNU104,U81,Z23	
644054	FAM25C	FAM25A,FAM25B,FAM25G,bA164N7.4	ENSG00000188279
5446	PON3		ENSG00000105852
131034	CPNE4	COPN4,CPN4	ENSG00000196353
442117	GALNTL6	GALNT17	ENSG00000174473
100846994	MIR3670-2		
441172	FLJ46906		
9326	ZNHIT3	TRIP3	ENSG00000108278
3122	HLA-DRA	HLA-DRA1,MLRW	ENSG00000204287
9398	CD101	IGSF2,V7	ENSG00000134256
79053	ALG8	CDG1H	ENSG00000159063
644016	HSPD1P10	HSPD1-4P	
89890	KBTBD6		ENSG00000165572
4775	NFATC3	NFAT4,NFATX	ENSG00000072736
100130447	RPL12P16	RPL12_4_315	
406924	MIR134	MIRN134	
8896	BUD31	Cwc14,EDG-2,EDG2,G10,YCR063W,fSAP17	ENSG00000106245
63925	ZNF335	NIF-1,NIF1,NIF2	ENSG00000198026
440686	HIST2H3PS2	p06	
729800	LOC729800		
123099	DEGS2	C14orf66,DES2,FADS8	ENSG00000168350
254879	OR2T6	OR2T6P,OR2T9,OST703	ENSG00000198104
118812	MORN4	C10orf83,bA548K23.4	ENSG00000171160
100885773	DYT21		
55577	NAGK	GNK,HSA242910	ENSG00000124357
326304	RPL36AP4	RPL36A_19_1402	
100505683	LOC100505683		
223	ALDH9A1	ALDH4,ALDH7,ALDH9,E3,TMABADH	ENSG00000143149
729524	FEM1AP4		
100217371	DUP1Q21	C1DUPq21	
54474	KRT20	CD20,CK-20,CK20,K20,KRT21	ENSG00000171431
6014	RIT2	RIBA,RIN,ROC2	ENSG00000152214
100419948	HMGB3P17		
440489	LOC440489		
284697	BTBD8		ENSG00000189195
5470	PPEF2	PPP7CB	ENSG00000156194
22865	SLITRK3		ENSG00000121871
144193	AMDHD1		ENSG00000139344
406214	LRSL		
100533951	LOC100533951		
100421985	LOC100421985		
6130	RPL7A	L7A,SURF3,TRUP	ENSG00000148303
26735	OR1L3	OR9-28,OR9-D	ENSG00000171481
100270871	RPS8P6	RPS8_1_339	
100631344	LOC100631344		
1417	CRYBB3	CATCN2,CRYB3	ENSG00000100053
100874054	LINC00568	ncRNA-a1	
121053	C12orf45		ENSG00000151131
200845	KCTD6	KCASH3	ENSG00000168301
7932	OR2H2	FAT11,OLFR2,OLFR42B,OR2H3,dJ271M21.2,hs6M1-12	ENSG00000204657
1951	CELSR3	CDHF11,EGFL1,FMI1,HFMI1,MEGF2,RESDA1	ENSG00000008300
100505929	C21orf37		
100128531	LOC100128531		
28815	IGLV2-14	IGLV214,V1-4	
5526	PPP2R5B	B56B,PR61B	ENSG00000068971
81793	TLR10	CD290	ENSG00000174123
374969	CCDC23		ENSG00000177868
729630	LOC729630		
100499411	DYZ1L7		
619488	SCZD12		
100312822	VN1R77P		
100188851	MGR12		
342933	ZSCAN5B	ZNF371,ZNF495B	ENSG00000197213
3306	HSPA2	HSP70-2,HSP70-3	ENSG00000126803
2700	GJA3	CX46,CZP3	ENSG00000121743
9567	GTPBP1	GP-1,GP1,HSPC018	ENSG00000100226
51703	ACSL5	ACS2,ACS5,FACL5	ENSG00000197142
100033431	SNORD116-20	HBII-85-20	
100750225	PCAT1	PCAT-1	
6877	TAF5	TAF2D,TAFII100	ENSG00000148835
343521	TCTEX1D4		ENSG00000188396
100996685	LOC100996685		
192679	SLEN2		
202865	C7orf33		ENSG00000170279
100996333	LOC100996333		
64343	AZI2	AZ2,NAP1,TILP	ENSG00000163512
440716	LOC440716		
133629	RPL11P2	RPL11_1_612	
404719	HSCRM2		
94138	DFNA32		
544325	OA21		
84850	GLIS3-AS1	C9orf70	
100131779	LOC100131779		
100462873	TCEB1P4		
100132913	LOC100132913		
27039	PKD2L2	TRPP5	ENSG00000078795
286887	KRT6C	K6E,KRT6E	ENSG00000170465
100874172	LINC00440		
100873843	RNU7-88P		
338412	TAS2R64P	PS2,T2R64,T2R64P	
140028	GAPDHP19		
26851	SNORD3B-1	RNU3A1,U3a,U3b1,U3b2	
647507	CNN2P4		
100310754	DUPXP11.23P11.22	CXDUPp11.23p11.22	
80709	AKNA		ENSG00000106948
100288298	GCSHP2		
646359	TERF1P2		
166994	LOC166994		
100421097	LOC100421097		
282809	POC1B	PIX1,TUWD12,WDR51B	ENSG00000139323
166968	MIER3		ENSG00000155545
100131126	LOC100131126		
100422018	LOC100422018		
440757	DZANK1-AS1		
26793	SNORD56	RNU56,U56	
27296	TP53TG5	C20orf10,CLG01	ENSG00000124251
554045	DUX4L9	DUX4C	
400748	LOC400748		
649783	LOC649783		
284367	SIGLEC17P	HSPC078,SIGLECP2,SIGLECP3	
348035	MGC40069		
100533757	LOC100533757		
100130923	PSMA2P1		
100151673	RNU7-76P	U7.76	
100144631	PPP6CP		
100151641	PHKG1P4		
84311	MRPL45	L45mt,MRP-L45	ENSG00000174100
221545	C6orf136		ENSG00000204564
100499171	LINC00276	NCRNA00276	
100421746	LOC100421746		
100134365	LOC100134365		
100189007	TRNAE4		
2729	GCLC	GCL,GCS,GLCL,GLCLC	ENSG00000001084
120863	DEPDC4	DEP.4	ENSG00000166153
729467	HSD52		
100130235	LOC100130235		
100421361	LOC100421361		
284620	LOC284620		
100129034	LOC100129034		
100996405	LOC100996405		
3304	HSPA1B	HSP70-1B,HSP70-2	ENSG00000204388
28495	IGHD4-11	DA1,IGHD411	
100418564	LOC100418564		
3188	HNRNPH2	FTP3,HNRPH',HNRPH2,hnRNPH'	ENSG00000126945
84078	KBTBD7		ENSG00000120696
375189	PFN4		ENSG00000176732
693160	MIR575	MIRN575,hsa-mir-575	
100033443	SNORD115-6	HBII-52-6	
402183	RAC1P5	Psi1Rac1	
127534	GJB4	CX30.3,EKV	ENSG00000189433
9581	PREPL		ENSG00000138078
692058	SNORD11	HBII-95	
729727	RPL12P1	CICK0721Q.1,RPL12-L,RPL12_5_682,dJ570F3.5	
100128651	LOC100128651		
100422296	LOC100422296		
10882	C1QL1	C1QRF,C1QTNF14,CRF	ENSG00000131094
100996926	LOC100996926		
57104	PNPLA2	1110001C14Rik,ATGL,PEDF-R,TTS-2.2,TTS2,iPLA2zeta	ENSG00000177666
359756	MRPS15P2		
100462869	TCEB1P8		
81846	SBF2	CMT4B2,MTMR13	ENSG00000133812
147664	ERVV-1	ENVV1,ERVV-2,HERV-V1	
1178	CLC	GAL10,Gal-10,LGALS10,LGALS10A,LPPL_HUMAN	ENSG00000105205
56243	KIAA1217	SKT	ENSG00000120549
6459	SH3GL1P2	CNSA-P2,SH3GLP2	
26694	OR2U2P	OR6-24,hs6M1-23	
55731	FAM222B	C17orf63	ENSG00000173065
100616100	ERVK-2	c3_A	
100499166	LPRS6		
100507527	THEG5		
100189118	TRNAL12		
649620	LOC649620		
100652997	LOC100652997		
100419684	LOC100419684		
337963	KRTAP23-1	KAP23.1	ENSG00000186980
284369	SIGLECL1	C19orf75	ENSG00000179213
100093631	LOC100093631		
653643	GOLGA6D		ENSG00000140478
2507	FTH1P15	FTHL15	
9736	USP34		ENSG00000115464
643339	LOC643339		
337969	KRTAP19-2	KAP19.2	ENSG00000186965
285852	TREML4	TLT-4,TLT4	ENSG00000188056
85445	CNTNAP4	CASPR4	ENSG00000152910
100616248	MIR4724		
4340	MOG	MOGIG2,NRCLP7	ENSG00000204655
100147812	RNU7-25P	U7.25	
100533927	LOC100533927		
100188804	SLEB8		
100508432	LOC100508432		
83743	GRWD1	CDW4,GRWD,RRB1,WDR28	ENSG00000105447
390561	HERC2P10		
350	APOH	B2G1,B2GP1,BG	ENSG00000091583
9834	KIAA0125	C14orf110,FAM30A	
11051	NUDT21	CFIM25,CPSF5	ENSG00000167005
58526	MID1IP1	G12-like,MIG12,S14R,STRAIT11499,THRSPL	ENSG00000165175
340451	CPP		
90523	MLIP	C6orf142	ENSG00000146147
100271575	RPS26P49	RPS26_27_1414	
203074	PRSS55	T-SP1,UNQ9391	ENSG00000184647
100873457	RNA5SP195	RN5S195	
406941	MIR149	MIRN149	
116535	MRGPRF	GPR140,GPR168,MRGF,RTA	ENSG00000172935
100423036	MIR2355		
9208	LRRFIP1	FLAP-1,FLAP1,FLIIAP1,GCF-2,GCF2,HUFI-1,TRIP	ENSG00000124831
100507300	LOC100507300		
777645	GLC1N		
825	CAPN3	CANP3,CANPL3,LGMD2,LGMD2A,nCL-1,p94	ENSG00000092529
171568	POLR3H	RPC22.9,RPC8	ENSG00000100413
219749	ZNF25	KOX19,Zfp9	ENSG00000175395
917	CD3G	CD3-GAMMA,T3G	ENSG00000160654
84434	THCYTX	FTX	
100130750	RPS8P9	RPS8_4_974	
29899	GPSM2	CMCS,DFNB82,LGN,PINS	ENSG00000121957
353091	RAET1G	ULBP5	ENSG00000203722
100287083	DEFT1P2		
8048	CSRP3	CLP,CMD1M,CMH12,CRP3,LMO4,MLP	ENSG00000129170
51538	ZCCHC17	HSPC251,PS1D,RP11-266K22.1,pNO40	ENSG00000121766
2460	FRA16A	C16DELp12.1	
100996347	LOC100996347		
100421629	METTL21AP1		
4293	MAP3K9	MEKK9,MLK1,PRKE1	ENSG00000006432
693172	MIR587	MIRN587,hsa-mir-587	
50628	GEMIN4	HC56,HCAP1,HHRF-1,p97	ENSG00000179409
317760	ADAM20P1	C14orf55	
100420189	SEPHS1P3		
100499177	THAP9-AS1		
26986	PABPC1	PAB1,PABP,PABP1,PABPC2,PABPL1	ENSG00000070756
100129648	LOC100129648		
100271631	RPL35AP24	RPL35A_12_1042	
2976	GTF3C2	TFIIIC-BETA,TFIIIC110	ENSG00000115207
10526	IPO8	RANBP8	ENSG00000133704
84914	ZNF587	ZF6	ENSG00000198466
5531	PPP4C	PP4,PP4C,PPH3,PPP4,PPX	ENSG00000149923
2274	FHL2	AAG11,DRAL,FHL-2,SLIM-3,SLIM3	ENSG00000115641
100130275	LOC100130275		
100874475	HMGN2P45		
2002	ELK1		ENSG00000126767
83983	TSSK6	CT72,SSTK,TSSK4	
5873	RAB27A	GS2,HsT18676,RAB27,RAM	ENSG00000069974
100288151	LOC100288151		
9617	MTRF1	MRF1,MTTRF1,RF1	ENSG00000120662
29922	NME7	MN23H7,nm23-H7	ENSG00000143156
100129040	CCDC11P1		
2134	EXTL1	EXTL	ENSG00000158008
54081	C21orf32		
116841	SNAP47	C1orf142,HEL170,SNAP-47,SVAP1	ENSG00000143740
9440	MED17	CRSP6,CRSP77,DRIP80,TRAP80	ENSG00000042429
3239	HOXD13	BDE,BDSD,HOX4I,SPD	ENSG00000128714
51206	GP6	BDPLT11,GPIV,GPVI	ENSG00000088053
100421885	LOC100421885		
100420109	LOC100420109		
5309	PITX3	CTPP4,PTX3	ENSG00000107859
2045	EPHA7	EHK3,HEK11	ENSG00000135333
100271556	RPS12P32	RPS12_16_1623	
401068	LOC401068		
64427	TTC31		ENSG00000115282
4258	MGST2	GST2,MGST-II	ENSG00000085871
100526823	TST2		
254394	MCM9	C6orf61,MCMDC1,dJ329L24.1,dJ329L24.3	ENSG00000111877
64069	ATOD	ATOD1	
25909	AHCTF1	ELYS,MST108,TMBS62	ENSG00000153207
5825	ABCD3	ABC43,PMP70,PXMP1,ZWS2	ENSG00000117528
100188818	HDLCQ5		
100187710	CRCS6		
23397	NCAPH	BRRN1,CAP-H,HCAP-H	ENSG00000121152
57533	TBC1D14		ENSG00000132405
7419	VDAC3	HD-VDAC3,VDAC-3	ENSG00000078668
28946	IGKJ5	J5	
79667	FLJ13197		
100189388	TRNAP21		
152286	LOC152286		
6076	SNORD13P1	RNU13P1,U13,U13.32A	
79956	ERMP1	FXNA,KIAA1815,bA207C16.3	ENSG00000099219
404734	ANKHD1-EIF4EBP3	MASK-BP3,MASK-BP3ARF	ENSG00000131503,ENSG00000254996
100506742	CASP12	CASP-12,CASP12P1	ENSG00000204403
100130384	LOC100130384		
8993	PGLYRP1	PGLYRP,PGRP,PGRP-S,PGRPS,TAG7,TNFSF3L	ENSG00000008438
100422375	LOC100422375		
115019	SLC26A9		ENSG00000174502
100507428	LINC00458		
693187	MIR602	MIRN602,hsa-mir-602	
50616	IL22	IL-21,IL-22,IL-D110,IL-TIF,ILTIF,TIFIL-23,TIFa,zcyto18	ENSG00000127318
100132368	LOC100132368		
654170	RPS16P8	RPS16_4_1529	
26234	FBXL5	FBL4,FBL5,FLR1	ENSG00000118564
100421697	LOC100421697		
100189104	TRNAK12		
148641	SLC35F3		ENSG00000183780
55718	POLR3E	RPC5,SIN	ENSG00000058600
100287823	LOC100287823		
3200	HOXA3	HOX1,HOX1E	ENSG00000105997
654835	FAM138C	F379	
338588	LOC338588		
203068	TUBB	M40,OK/SW-cl.56,TUBB1,TUBB5	ENSG00000196230
388104	LOC388104		
100874367	ZDHHC20-IT1		
22880	MORC2	ZCW3,ZCWCC1	ENSG00000133422
100129396	FAM106CP	FAM106C	
2710	GK	GK1,GKD	ENSG00000198814
283970	PDXDC2P	PDXDC2	
83605	CCM2	C7orf22,OSM	ENSG00000136280
343066	AADACL4		ENSG00000204518
100271503	RPL34P29	RPL34_15_1483	
400581	GRAPL		ENSG00000189152
79132	DHX58	D11LGP2,D11lgp2e,LGP2,RLR-3	ENSG00000108771
379033	XKRYP6		
644019	CBWD6		ENSG00000204790
100289333	LOC100289333		
57791	MRXSA		
51195	RAPGEFL1	Link-GEFII	ENSG00000108352
4567	TRNL1	MTTL1	
200916	RPL22L1		ENSG00000163584
100418484	LOC100418484		
724074	DFNY1		
100419947	HMGB1P21		
2910	NR3C1P1	GCR2,GCRL,GRLL1,NR3C1P	
91544	UBXN11	COA-1,SOC,SOCI,UBXD5	ENSG00000158062
339468	LOC339468		
284358	MAMSTR	MASTR	ENSG00000176909
100533922	LOC100533922		
26525	IL36RN	FIL1,FIL1(DELTA),FIL1D,IL1F5,IL1HY1,IL1L1,IL1RP3,IL36RA,PSORP	ENSG00000136695
114960	TSGA13		ENSG00000213265
643365	LINC00452		
79411	GLB1L		ENSG00000163521
84085	FBXO30	Fbx30	ENSG00000118496
27195	TRAPPC2P3	SEDLP3	
100132504	TSPY19P		
54053	EIF3FP1	EIF3FP,EIF3S5P	
388474	RPL7AP66	RPL7A_30_1597	
128879	HMGB3P2	HMG4L2,HMGB3L2,dJ550H1.1	
729023	LOC729023		
389644	RPL5P22	RPL5_12_886	
100033814	SNORD115-40	HBII-52-40	
28499	IGHD3-10	DXP'1,IGHD310	
64147	KIF9		ENSG00000088727
112802	KRT71	K6IRS1,KRT6IRS,KRT6IRS1	ENSG00000139648
352990	HCP5B	HCP5P10,P5-10,P5.9	
3787	KCNS1	KV9.1	ENSG00000124134
157680	VPS13B	CHS1,COH1	ENSG00000132549
1627	DBN1	D0S117E	ENSG00000113758
147798	TMC4		ENSG00000167608
359844	PRDX2P1		
100505696	LOC100505696		
54468	MIOS		ENSG00000164654
6145	RPL21P1	RPL21P	
1019	CDK4	CMM3,PSK-J3	ENSG00000135446
700	BVR1		
134505	EIF3KP1		
3369	HVBS7		
390800	RPL7L1P5		
645311	LOC645311		
619498	SNORD74	U74,Z18	
391657	LOC391657		
100288398	LOC100288398		
100189266	TRNAN23		
100507445	LOC100507445		
30010	NXPH1	NPH1	ENSG00000122584
100505704	ATP5G1P6		
11061	LECT1	BRICD3,CHM-I,CHM1,MYETS1	ENSG00000136110
606	NBEAP1	BCL8,BCL8A	
574409	MIR329-2	MIRN329-2	
728937	RPS26P25	RPS26_10_512	
100616202	MIR4634		
100291626	LOC100291626		
432	ASGR1	ASGPR,ASGPR1,CLEC4H1,HL-1	ENSG00000141505
53343	NUDT9	NUDT10	ENSG00000170502
79797	ZNF408		ENSG00000175213
100874048	DGUOK-AS1		
5349	FXYD3	MAT8,PLML	ENSG00000089356
100873479	RNA5SP219	RN5S219	
406920	MIR130B	MIRN130B,mir-130b	
10256	CNKSR1	CNK,CNK1,KSR	ENSG00000142675
389813	C9orf172		ENSG00000232434
83933	HDAC10	HD10	ENSG00000100429
148423	C1orf52	RP11-234D19.1,gm117	ENSG00000162642
221692	PHACTR1	RPEL,RPEL1,dJ257A7.2	ENSG00000112137
100462792	FTLP12		
708	C1QBP	GC1QBP,HABP1,SF2p32,gC1Q-R,gC1qR,p32	ENSG00000108561
100873615	RNA5SP356	RN5S356	
100189073	TRNAV14		
1656	DDX6	HLR2,P54,RCK	ENSG00000110367
100505676	LOC100505676		
64695	SLEB3		
150051	LOC150051		
4613	MYCN	MODED,N-myc,NMYC,ODED,bHLHe37	ENSG00000134323
100421395	LOC100421395		
100507079	LOC100507079		
100420528	LOC100420528		
259291	TAS2R45	GPR59,T2R45,ZG24P	
401145	FAM190A		ENSG00000184305
100846998	MIR5689		
80777	CYB5B	CYB5-M,CYPB5M,OMB5	ENSG00000103018
81856	ZNF611		ENSG00000213020
25766	PRPF40B	HYPC	ENSG00000110844
9206	RAD17P2	HRAD17P2	
55020	TTC38		ENSG00000075234
100192306	JAWAD		
57091	CASS4	C20orf32,CAS4,HEFL,HEPL	ENSG00000087589
100509620	LOC100509620		
646195	RPS28P7	RPS28_3_1160	
2099	ESR1	ER,ESR,ESRA,Era,NR3A1	ENSG00000091831
100506124	LOC100506124		
100129124	FAM18B3P		
100289383	LOC100289383		
100151651	RNU7-56P	U7.56	
51276	ZNF571		ENSG00000180479
4923	NTSR1	NTR	ENSG00000101188
344741	HNRNPA1P20		
440067	CASP1P2		
100500910	MIR3670-1	MIR3670,hsa-mir-3670-1	
91351	DDX60L		ENSG00000181381
100188855	MNDEC		
10578	GNLY	519,D2S69E,LAG-2,LAG2,NKG5,TLA519	ENSG00000115523
100873780	RNU6-81		
51249	TMEM69	C1orf154,RP11-767N6.4	ENSG00000159596
54534	MRPL50	MRP-L50	ENSG00000136897
339874	LOC339874		
128977	C22orf39		ENSG00000242259
100616363	MIR4735		
256933	NPB	L7,PPL7,PPNPB	ENSG00000183979
23507	LRRC8B	TA-LRRP,TALRRP	ENSG00000197147
644935	ELF2P4		
100996683	LOC100996683		
100421972	LOC100421972		
196500	PIANP	C12orf53,PANP	ENSG00000139200
63940	GPSM3	AGS4,C6orf9,G18,G18.1a,G18.1b,G18.2,NG1	ENSG00000213654
646652	LOC646652		
79947	DHDDS	CIT,CPT,DS,HDS,RP59	ENSG00000117682
100126595	MGS		
100289361	LOC100289361		
100421349	LOC100421349		
51649	MRPS23	HSPC329,MRP-S23	ENSG00000181610
378948	RBMY1B		ENSG00000242875
649985	LOC649985		
729013	LOC729013		
729440	CCDC61		ENSG00000104983
4343	MOV10	fSAP113,gb110	ENSG00000155363
7041	TGFB1I1	ARA55,HIC-5,HIC5,TSC-5	ENSG00000140682
57190	SEPN1	CFTD,MDRS1,RSMD1,RSS,SELN	ENSG00000162430
100126484	TRNAM-CAU		
83596	BCL2L12		ENSG00000126453
349386	NANOGP9	NANOGP6	
7978	MTERF		ENSG00000127989
57144	PAK7	PAK5	ENSG00000101349
11333	PDAP1	HASPP28,PAP,PAP1	ENSG00000106244
94033	FTMT	MTF	ENSG00000181867
100421300	LOC100421300		
54067	C21orf49		
9386	COX7CP1		
129138	ANKRD54	LIAR	ENSG00000100124
100533904	LOC100533904		
26531	OR11A1	OR11A2,dJ994E9.6,hs6M1-18	ENSG00000204694
100507587	FARP1-IT1		
122183	PRR20A	PRR20	ENSG00000204919
