"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL233929","GALUTEOLIN","POLH","","","active"
"CHEMBL1889303","1,7-O-DIACETYLMETHYLGEOPYXIN A","IDH1","","","active"
"CHEMBL27","PROPRANOLOL","ADRB2","16680159","","Active"
"CHEMBL391997","CAPSAZEPINE","EHMT2","","","Active"
"CHEMBL15192","BETA-LAPACHONE","CYP2C19","","","Active"
"CHEMBL415879","PHENANTHROLINE","BAZ2B","","","Active"
"CHEMBL56393","AG-538","HIF1A","","","Active"
"CHEMBL290106","BITHIONOL","TP53","","","active"
"CHEMBL179611","2-HYDROXYPHENAZINE 5,10-DIOXIDE","BAZ2B","","","Active"
"CHEMBL274070","9-AMINOCAMPTOTHECIN","POLB","","","Active"
"CHEMBL238624","NSC-172033","HSD17B10","","","Active"
"CHEMBL65","CAMPTOTHECIN","CYP2C19","","","Active"
"CHEMBL1256696","CARBETAPENTANE CITRATE","KCNH2","","","active"
"CHEMBL1897483","TRIFLOXYSTROBIN","TP53","","","active"
"CHEMBL1402376","DNDI1417519","GMNN","","","active"
"CHEMBL225519","PHA-767491","CDK9","","","active"
"CHEMBL6623","EPIBATIDINE","CHRNA3, CHRNB4","20337496","","Active"
"CHEMBL1116","RALOXIFENE HYDROCHLORIDE","GMNN","","","Active"
"CHEMBL547833","TCMDC-123532","FEN1","","","active"
"CHEMBL1201163","SUFENTANIL CITRATE","KDM4A","","","Active"
"CHEMBL554475","ZU-4194738","CDC42","19527032","","Active"
"CHEMBL579837","GNF-PF-1295","MAPT","","","Active"
"CHEMBL172439","SLAZINIC ACID","KAT2A","","","Active"
"CHEMBL1099140","RU-56187","AR","20381361","","Active"
"CHEMBL505670","NSC-228155","CBX1","","","active"
"CHEMBL103552","LAVENDUSTIN A","EHMT2","","","Active"
"CHEMBL269733","DEPHOSTATIN","POLH","","","active"
"CHEMBL446785","CROCIN","POLK","","","active"
"CHEMBL772","RESERPINE","THPO","","","Active"
"CHEMBL487356","DNDI1417739","BAZ2B","","","Active"
"CHEMBL535331","GNF-PF-3023","MAP4K5","","","active"
"CHEMBL522892","DOVITINIB","STK3","","","active"
"CHEMBL1385558","DNDI1317721","HSP90AA1","","","active"
"CHEMBL1083993","AMIODARONE HYDROCHLORIDE","SMPD1","","","active"
"CHEMBL140130","2',4,4',6-TETRAMETHOXYCHALCONE","RAPGEF4","","","active"
"CHEMBL592124","SJ000044511","RAPGEF4","","","active"
"CHEMBL201325","2-(3,4-METHYLENEDIOXYPHENYL)BENZOTHIAZOLE","RAB9A","","","Active"
"CHEMBL1516890","GW441756X","ITK","","","active"
"CHEMBL267160","CID 667285","TP53","","","Active"
"CHEMBL76012","N-PHENYLMALEIMIDE","MGLL","19583260","","Active"
"CHEMBL657","DIPHENHYDRAMINE","CYP2C9","22931300","","Active"
"CHEMBL1270168","NSC-42384","CYP2C19","","","Active"
"CHEMBL401844","NSC-270718","ADCY2","18630896","","Active"
"CHEMBL1967878","CENISERTIB","FGFR3","","","active"
"CHEMBL1980391","RG-1530","SLK","","","active"
"CHEMBL164","MYRICETIN","ALDH1A1","","","Active"
"CHEMBL457504","CARBONYL CYANIDE P-TRIFLUOROMETHOXYPHENYL HYDRAZONE","ALOX15B","","","Active"
"CHEMBL191003","JNJ-7706621","MAP2K2","","","active"
"CHEMBL1537417","DNDI1417181","NFE2L2","","","Active"
"CHEMBL582983","GNF-PF-3792","IDH1","","","active"
"CHEMBL180920","MAGNOLOL","GLP1R","","","active"
"CHEMBL24828","VANDETANIB","ABL1","","","active"
"CHEMBL451887","CARFILZOMIB","AR","","","active"
"CHEMBL1374535","3,5-DIPHENYLISOXAZOLE","NPC1","","","Active"
"CHEMBL542157","SARAFLOXACIN HYDROCHLORIDE","HSD17B10","","","Active"
"CHEMBL1493528","GNF-PF-5159","RECQL","","","Active"
"CHEMBL1712863","PIRITREXIM ISETHIONATE","NFE2L2","","","active"
"CHEMBL1516890","GW441756X","MAP4K2","","","active"
"CHEMBL35505","DIHYDRALAZINE","EHMT2","","","Active"
"CHEMBL590184","SJ000032081","GMNN","","","active"
"CHEMBL964","DISULFIRAM","RGS4","","","active"
"CHEMBL1448140","GNF-PF-628","BAZ2B","","","Active"
"CHEMBL407501","CID 94777","TP53","","","Active"
"CHEMBL77705","GARDENIN","ALDH1A1","","","Active"
"CHEMBL68096","NSC-155693","RACGAP1","","","active"
"CHEMBL498770","IODOPHENPROPIT","CYP1A2","","","Active"
"CHEMBL11359","CISPLATIN","ALDH1A1","","","Active"
"CHEMBL9249","(+)-EPITAXIFOLIN","NFKB1","","","Active"
"CHEMBL472172","BMS-204493","RARA","18702457","","Active"
"CHEMBL1477036","DOCUSATE","VDR","","","active"
"CHEMBL363648","TAK-715","MAP4K4","","","active"
"CHEMBL428064","DNDI1318477","NPSR1","","","Active"
"CHEMBL1967878","CENISERTIB","DYRK1B","","","active"
"CHEMBL607309","SJ000294102","HTT","","","Active"
"CHEMBL398363","3,3'-DIMETHOXYBENZIDINE","NFE2L2","","","active"
"CHEMBL294199","CAPSAICIN","NFE2L2","","","active"
"CHEMBL1200765","SIBUTRAMINE HYDROCHLORIDE","ALOX15","","","Active"
"CHEMBL1483796","SPICLOMAZINE","EHMT2","","","Active"
"CHEMBL463175","CEPHALOCHROMIN","FEN1","","","active"
"CHEMBL1976040","AZD-1775","CDK5","","","active"
"CHEMBL70501","THUNBERGINOL B","POLI","","","active"
"CHEMBL483531","ALTENUSIN","MAPT","","","Active"
"CHEMBL497","CLIOQUINOL","NR1H4","","","active"
"CHEMBL73711","GW405833","CBX1","","","Active"
"CHEMBL412010","DERRUBONE","MAPT","","","Active"
"CHEMBL1173445","LARGAZOLE","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","20491440","","Active"
"CHEMBL259025","EDGEWORIN","POLB","18343122","","Active"
"CHEMBL502774","2-(3',4'-METHYLENEDIOXYPHENYL)QUINOLINE","ATAD5","","","Active"
"CHEMBL553","ERLOTINIB","ABL1","","","active"
"CHEMBL1201165","QUINESTROL","GMNN","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2A","25815139","","Active"
"CHEMBL85139","RUTAECARPINE","CYP1A2","","","Active"
"CHEMBL134","CLONIDINE","ADRA2A","16407989","","Active"
"CHEMBL1082","AMOXICILLIN","CYP2C19","22931300","","Active"
"CHEMBL50","QUERCETIN","MPHOSPH8","","","Active"
"CHEMBL1564100","DNDI1417083","ATAD5","","","Active"
"CHEMBL104","CLOTRIMAZOLE","BAZ2B","","","Active"
"CHEMBL56367","NIMESULIDE","CYP2D6","22931300","","Active"
"CHEMBL429095","NSC-95397","RACGAP1","","","active"
"CHEMBL10041","AFIMOXIFENE","RORC","","","active"
"CHEMBL290352","CEP-1347","RPS6KA1","24044867","","Active"
"CHEMBL803","CYTARABINE","CYP3A4","22931300","","Active"
"CHEMBL996","CEFOXITIN","ABCC2","22166395","","Active"
"CHEMBL96051","SCRIPTAID","CFTR","19966789","","Active"
"CHEMBL19954","NSC-69187","MAPT","","","Active"
"CHEMBL27","PROPRANOLOL","CYP3A4","22931300","","Active"
"CHEMBL1287983","NSC-693571","HSP90AA1","","","active"
"CHEMBL290106","BITHIONOL","MAPT","","","Active"
"CHEMBL275311","RO-137410","POLI","","","active"
"CHEMBL1241268","PIFITHRIN-MU","TP53","16862141","","Active"
"CHEMBL449317","HESPERIDIN","HPSE","23415087","","Active"
"CHEMBL133576","ACID BLUE 129","POLK","","","active"
"CHEMBL1878267","FLUAZINAM","VDR","","","active"
"CHEMBL547313","TCMDC-125254","GMNN","","","active"
"CHEMBL251766","KAEMPFERITRIN","TOP2A","22014228","","Active"
"CHEMBL506569","LANATOSIDE C","RAPGEF4","","","active"
"CHEMBL223360","LINIFANIB","PTK2","","","active"
"CHEMBL927","CEFDINIR","SUMO1","","","active"
"CHEMBL338066","4,2',4',6'-TETRAHYDROXYCHALCONE","CYP3A4","","","Active"
"CHEMBL223360","LINIFANIB","LYN","","","active"
"CHEMBL577784","BX-795","YES1","","","active"
"CHEMBL294018","PATULIN","USP1","","","active"
"CHEMBL19215","METERGOLINE","CBX1","","","Active"
"CHEMBL939","GEFITINIB","ERBB4","","","active"
"CHEMBL589694","SJ000119988","EHMT2","","","Active"
"CHEMBL447629","MITOBRONITOL","AR","","","active"
"CHEMBL363648","TAK-715","ERBB4","","","active"
"CHEMBL514409","HESPERADIN","RPS6KA1","19035792","inhibition","Active"
"CHEMBL1465049","4-({[2-(BENZYLOXY)PHENYL]METHYL}AMINO)PHENOL","POLI","","","active"
"CHEMBL275311","RO-137410","EHMT2","","","Active"
"CHEMBL574738","AST-487","JAK2","","","active"
"CHEMBL1310138","NSC-19063","ALDH1A1","","","Active"
"CHEMBL509895","BRUCEANTIN","JUN","19199792","","Active"
"CHEMBL428880","CROMOLYN","CYP1A2","22931300","","Active"
"CHEMBL1237054","PLICAMYCIN","CYP2D6","22931300","","Active"
"CHEMBL661","ALPRAZOLAM","BRD2","22137933","","Active"
"CHEMBL585444","GNF-PF-4876","GMNN","","","active"
"CHEMBL578061","GNF-PF-2301","EPHA2","","","active"
"CHEMBL388342","BOLDINE","HSD17B10","","","Active"
"CHEMBL1171837","PONATINIB","PDGFRA","20513156","","Active"
"CHEMBL253969","OSI-632","BRSK1","","","active"
"CHEMBL1708510","CID 27456","GPR55","","","Active"
"CHEMBL404923","5-HYDROXYINDOLE","GAA","","","Active"
"CHEMBL65","CAMPTOTHECIN","TOP1","17276690","","Active"
"CHEMBL1263","SALMETEROL","AR","","","active"
"CHEMBL1967878","CENISERTIB","KDR","","","active"
"CHEMBL1200792","FLUPHENAZINE HYDROCHLORIDE","GMNN","","","active"
"CHEMBL64894","GENTIAN VIOLET","VDR","","","active"
"CHEMBL1547715","NSC-95909","PLK1","","","active"
"CHEMBL7568","QUINACRINE","USP1","","","active"
"CHEMBL119","TRIMETREXATE","EHMT2","","","Active"
"CHEMBL294264","PURPURIN","USP1","","","active"
"CHEMBL91","MICONAZOLE","VDR","","","active"
"CHEMBL587994","GNF-PF-1731","GNAS","","","active"
"CHEMBL227959","GNF-PF-1549","EHMT2","","","Active"
"CHEMBL399121","HESPERETIN","CYP2C19","","","Active"
"CHEMBL482967","CYC-116","NEK4","","","active"
"CHEMBL525103","TCMDC-123723","POLI","","","active"
"CHEMBL738","THIOPENTAL SODIUM","CYP3A4","","","Active"
"CHEMBL323197","MANGOSTIN","MAPT","","","Active"
"CHEMBL221959","TOFACITINIB","STAT5B","14593182","","Active"
"CHEMBL837","7-ETHYL-10-HYDROXY-CAMPTOTHECIN","TOP1","21783369","","Active"
"CHEMBL1080983","FEBANTEL","GMNN","","","active"
"CHEMBL592600","SJ000032151","KDM4A","","","Active"
"CHEMBL464859","NECA","RXFP1","","","Active"
"CHEMBL589924","SJ000071821","RAD52","","","active"
"CHEMBL323356","SB-204741","THPO","","","Active"
"CHEMBL11417","STREPTONIGRIN","ATAD5","","","Active"
"CHEMBL584829","GNF-PF-4857","KCNH2","","","Active"
"CHEMBL591363","SJ000018309","EYA2","","","active"
"CHEMBL444109","GAMBOGIC AMIDE","AKT1","17911251","","Active"
"CHEMBL572878","TOZASERTIB","FLT4","","","active"
"CHEMBL43184","AMINACRINE","HSD17B10","","","Active"
"CHEMBL270688","4-((2-PHENETHYLPHENOXY)METHYL)PYRIDINE","ABCB1","18257545","","Active"
"CHEMBL581574","TCMDC-125784","NFE2L2","","","Active"
"CHEMBL1201749","DIFLUPREDNATE","NPSR1","","","Active"
"CHEMBL415879","PHENANTHROLINE","EHMT2","","","Active"
"CHEMBL111","RIMONABANT","AR","","","active"
"CHEMBL41286","DIACEREIN","EHMT2","","","Active"
"CHEMBL1423","PIMOZIDE","NPSR1","","","Active"
"CHEMBL230006","ENOXOLONE","PPARG","21888390","","Active"
"CHEMBL6640","TRYPTAMINE","CYP1A2","","","Active"
"CHEMBL602990","GNF-PF-3407","ALDH1A1","","","Active"
"CHEMBL31574","FISETIN","KDM4E","","","Active"
"CHEMBL1706","NAPHAZOLINE HYDROCHLORIDE","TAAR1","","","active"
"CHEMBL1078051","METHYL DEOXYCHOLATE","GMNN","","","active"
"CHEMBL530049","TCMDC-125567","IDH1","","","active"
"CHEMBL496","HEXACHLOROPHENE","USP1","","","active"
"CHEMBL1369257","PHENYLSTIBONIC ACID","VDR","","","active"
"CHEMBL60718","TPCK","ATAD5","","","Active"
"CHEMBL1322879","2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE","MAPT","","","Active"
"CHEMBL7162","NS-398","CYP2C19","","","Active"
"CHEMBL16687","CGS-15943","EHMT2","","","Active"
"CHEMBL1565444","DNDI1417099","GMNN","","","active"
"CHEMBL399249","(R)-PINOCEMBRIN","CYP2D6","","","Active"
"CHEMBL221047","NSC-45174","ESR1","17432842","","Active"
"CHEMBL38508","GW0742","PPARD","23273519","","Active"
"CHEMBL544115","NCG-C00093820-01","MPHOSPH8","","","Active"
"CHEMBL1520282","DNDI1417461","GLP1R","","","active"
"CHEMBL469309","NSC-49789","CYP1A2","","","Active"
"CHEMBL1368322","PARAROSANILINE","SNCA","","","Active"
"CHEMBL254219","DIGITOXIN","STAT3","","","Active"
"CHEMBL1200981","EPIRUBICIN HYDROCHLORIDE","ATXN2","","","active"
"CHEMBL421701","DITHIAZANINE IODIDE","HTT","","","Active"
"CHEMBL201761","N'-(2-HYDROXYBENZYLIDENE)ISONICOTINOHYDRAZIDE","KDM4A","","","Active"
"CHEMBL1194287","CHLOROPYRAMINE","CYP2D6","","","Active"
"CHEMBL333826","DEQUALINIUM","FEN1","","","active"
"CHEMBL972","SELEGILINE","MAOB","23631427","","Active"
"CHEMBL1542","AZATHIOPRINE","CYP2C9","22931300","","Active"
"CHEMBL1421","DASATINIB","JAK2","","","active"
"CHEMBL592068","SJ000114740","KDM4A","","","Active"
"CHEMBL10316","IDAZOXAN","PPARD","","","active"
"CHEMBL33845","DICHLOROPHEN","AR","","","active"
"CHEMBL52387","(RS)-ROSCOVITINE","CLK4","","","active"
"CHEMBL599552","INDIGO","EHMT2","","","Active"
"CHEMBL1515","METHIMAZOLE","EHMT2","","","Active"
"CHEMBL186141","ANDROGRAPHOLIDE","NFKB1","25615020","","Active"
"CHEMBL1554531","4-METHOXYDALBERGIONE","ALDH1A1","","","Active"
"CHEMBL150","KAEMPFEROL","ESR1","","","active"
"CHEMBL234338","5,6,7,8,4'-PENTAHYDROXYFLAVONE","L3MBTL1","","","Active"
"CHEMBL584841","MMV665929","KCNH2","","","Active"
"CHEMBL1481873","PHOSMET","PLK1","","","active"
"CHEMBL77456","TYRPHOSTIN 1","CYP1A2","","","Active"
"CHEMBL454173","ZEARALENONE","NR1H4","","","active"
"CHEMBL31574","FISETIN","ALOX15","17869117","","Active"
"CHEMBL517341","CINOBUFOTALIN","IDH1","","","active"
"CHEMBL1969664","AZD-1080","DYRK1B","","","active"
"CHEMBL253998","GLABRANIN","CYP2C19","","","Active"
"CHEMBL505251","KERACYANIN","MAPK11, MAPK12, MAPK13, MAPK14","17360708","","Active"
"CHEMBL2228641","DITHIANON","AR","","","active"
"CHEMBL9514","NOCODAZOLE","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","25815147","","Active"
"CHEMBL1489769","LASALOCID A SODIUM","PAX8","","","active"
"CHEMBL1210769","ISOQUINOLINE-1,3(2H,4H)-DIONE","RAPGEF3","","","active"
"CHEMBL65","CAMPTOTHECIN","TOP1","20630766","","Active"
"CHEMBL1555467","ANAZOLENE","KAT2A","","","Active"
"CHEMBL547483","TCMDC-123762","EHMT2","","","Active"
"CHEMBL942","BISACODYL","CYP3A4","","","Active"
"CHEMBL1620","DIPHENHYDRAMINE HYDROCHLORIDE","JUN","","","active"
"CHEMBL41286","DIACEREIN","EYA2","","","active"
"CHEMBL493863","TCMDC-123916","BAZ2B","","","Active"
"CHEMBL1967878","CENISERTIB","CDK7","","","active"
"CHEMBL179611","2-HYDROXYPHENAZINE 5,10-DIOXIDE","CASP6","","","active"
"CHEMBL227075","DIHYDROTANSHINONE I","MAPK11, MAPK12, MAPK13, MAPK14","26339922","","Active"
"CHEMBL2234294","[19F]-HALOPERIDOL","ALB","","","Active"
"CHEMBL51931","9,10-PHENANTHRENEQUINONE","GAPDH","","","Active"
"CHEMBL570408","1,4-DIMETHOXYANTHRAQUINONE","TARDBP","","","active"
"CHEMBL30432","GW282974X","CYP1A2","","","Active"
"CHEMBL514409","HESPERADIN","RET","19035792","inhibition","Active"
"CHEMBL1200561","DOXAZOSIN MESYLATE","GMNN","","","active"
"CHEMBL1771","CLOPIDOGREL","CYP2C9","","","Active"
"CHEMBL578515","GNF-PF-2413","SMAD3","","","active"
"CHEMBL64894","GENTIAN VIOLET","THRB","","","Active"
"CHEMBL224325","CHLORQUINALDOL","AR","","","active"
"CHEMBL595227","PD-404182","NFKB1","","","Active"
"CHEMBL29188","LOMERIZINE","GMNN","","","active"
"CHEMBL2208211","ISOPROPYL ISOTHIOCYANATE","TRPA1","26263397","","Active"
"CHEMBL1425","MERCAPTOPURINE","TDP1","","","Active"
"CHEMBL1257106","AMPEROZIDE HYDROCHLORIDE","IDH1","","","active"
"CHEMBL560296","N-(3,4-DICHLOROPHENYL)BENZAMIDE","RAB9A","","","Active"
"CHEMBL136344","NSC-638080","POLH","","","active"
"CHEMBL275938","AURINTRICARBOXYLIC ACID","POLK","","","active"
"CHEMBL701","BACLOFEN","NFKB1","","","Active"
"CHEMBL601146","GNF-PF-2335","NFE2L2","","","Active"
"CHEMBL261663","TETRANITROMETHANE","ALDH1A1","","","Active"
"CHEMBL223228","EFAVIRENZ","ABCC2","21189339","","Active"
"CHEMBL243596","IMINOSTILBENE","GAA","","","Active"
"CHEMBL603469","LESTAURTINIB","HTT","","","Active"
"CHEMBL34241","ROTTLERIN","RGS4","","","active"
"CHEMBL532909","TCMDC-123984","IDH1","","","active"
"CHEMBL1969664","AZD-1080","CDK5","","","active"
"CHEMBL980","GUAIFENESIN","CYP1A2","22931300","","Active"
"CHEMBL1534034","NSC-60340","POLI","","","active"
"CHEMBL2095095","DNDI1417941","BAZ2B","","","Active"
"CHEMBL1518149","INDOCATE","EHMT2","","","active"
"CHEMBL1328898","MELEVODOPA","ARSA","","","active"
"CHEMBL11359","CISPLATIN","CBX1","","","Active"
"CHEMBL38","TRETINOIN","HIF1A","","","Active"
"CHEMBL1200479","DICYCLOMINE HYDROCHLORIDE","CYP3A4","","","Active"
"CHEMBL871","ETIDRONIC ACID","CYP1A2","22931300","","Active"
"CHEMBL74852","NSC-407228","ATM","","","Active"
"CHEMBL478092","RADIOSUMIN B","PLG","11374973","","Active"
"CHEMBL503","LOVASTATIN","EHMT2","","","Active"
"CHEMBL1190711","BAY-613606","CDK1","","","active"
"CHEMBL16901","HONOKIOL","RXRA","20695472","","Active"
"CHEMBL598663","DNDI1417523","ALOX15","","","Active"
"CHEMBL293776","HISPIDULIN","GFER","","","Active"
"CHEMBL1257092","S(+)-ISOPROTERENOL-BITARTRATE","POLK","","","active"
"CHEMBL101815","5-NITRO-[1,10]PHENANTHROLINE","BAZ2B","","","Active"
"CHEMBL2449003","ENDO-ATROPINE","CYP3A4","22931300","","Active"
"CHEMBL2106822","NIZOFENONE","NFE2L2","","","active"
"CHEMBL278255","CLINAFLOXACIN","RAD54L","","","active"
"CHEMBL1096","AMLEXANOX","NPC1","","","Active"
"CHEMBL35482","PD-98059","ATAD5","","","Active"
"CHEMBL1333953","PHENYLMERCURIC ACETATE","VDR","","","active"
"CHEMBL1519327","ZIRAM","ALDH1A1","","","Active"
"CHEMBL1366408","CARMINE","APEX1","","","Active"
"CHEMBL561","LOMEFLOXACIN","EHMT2","","","Active"
"CHEMBL1064","SIMVASTATIN","TARDBP","","","active"
"CHEMBL581868","GNF-PF-3265","IDH1","","","active"
"CHEMBL38","TRETINOIN","VDR","","","active"
"CHEMBL428768","(S)-FELODIPINE","CYP2C9","","","Active"
"CHEMBL606167","GNF-PF-3582","CYP2C9","","","Active"
"CHEMBL274064","SB-220025","LYN","","","active"
"CHEMBL310798","TYRPHOSTIN 25","CYP3A4","","","Active"
"CHEMBL546493","TCMDC-123808","IDH1","","","active"
"CHEMBL541543","U-37883A","KCNH2","","","active"
"CHEMBL8659","OLEIC ACID","KDM4A","","","Active"
"CHEMBL1064","SIMVASTATIN","AR","","","active"
"CHEMBL220241","GSK-269962A","PRKD3","","","active"
"CHEMBL7162","NS-398","PTGS2","21775152","","Active"
"CHEMBL704","MESALAMINE","CYP2C19","","","Active"
"CHEMBL408","TROGLITAZONE","PPARG","16680159","","Active"
"CHEMBL1256686","CALCIMYCIN","GMNN","","","Active"
"CHEMBL844","BRIMONIDINE","ALDH1A1","","","Active"
"CHEMBL2094567","DNDI1417254","TARDBP","","","active"
"CHEMBL473074","CYCLOASPEPTIDE A","GLP1R","","","active"
"CHEMBL1980391","RG-1530","ALK","","","active"
"CHEMBL1710181","5,8-DIPRENYLOXYPSORALEN","ATAD5","","","Active"
"CHEMBL1492017","DNDI1417132","NFE2L2","","","active"
"CHEMBL539947","TYRPHOSTIN AG 879","CYP2C19","","","Active"
"CHEMBL7162","NS-398","CYP2D6","","","Active"
"CHEMBL28721","MESO-2,3-DIMERCAPTOSUCCINIC ACID","PTPN22","","","active"
"CHEMBL1346946","DIBENZ[A,H]ANTHRACENE","TP53","","","active"
"CHEMBL50588","EMETINE","MTOR","","","Active"
"CHEMBL515505","NSC-348401","POLI","","","active"
"CHEMBL354349","ACRIFLAVINE CHLORIDE","APEX1","","","Active"
"CHEMBL1222317","WIN-55212-2","KDM4A","","","Active"
"CHEMBL300389","CGP-60474","XBP1","","","Active"
"CHEMBL53","APOMORPHINE","CYP1A2","","","Active"
"CHEMBL405914","CID 649849","ATAD5","","","Active"
"CHEMBL83761","4-PHENYLAZO-PHENYLAMINE","NFE2L2","","","active"
"CHEMBL286452","ALFATRADIOL","AR","","","active"
"CHEMBL1980297","ILORASERTIB","INSR","","","active"
"CHEMBL131921","BIOCHANIN","SMN1, SMN2","","","Active"
"CHEMBL551842","LOBARIC ACID","RAPGEF3","","","active"
"CHEMBL6","INDOMETHACIN","PTGS2","22818041","","Active"
"CHEMBL1976040","AZD-1775","NEK2","","","active"
"CHEMBL1201038","ACRISORCIN","CYP3A4","","","Active"
"CHEMBL322970","SB-415286","EHMT2","","","Active"
"CHEMBL1576310","BAS03450373","APAF1","","","active"
"CHEMBL464812","HYDRAMETHYLNON","AR","","","active"
"CHEMBL15594","ARACHIDONIC ACID","KAT2A","","","Active"
"CHEMBL460508","2-(4-METHOXYPHENYL)BENZO[D]THIAZOLE","NPC1","","","Active"
"CHEMBL85139","RUTAECARPINE","HIF1A","","","Active"
"CHEMBL400912","2-PYRIDYLCARBOXALDEHYDE P-BROMOBENZOYLHYDRAZONE","AGTR1","","","Active"
"CHEMBL69863","PICEATANNOL","POLB","","","Active"
"CHEMBL500812","BAS-8770957","PIM1","19179076","","Active"
"CHEMBL579837","GNF-PF-1295","GBA","","","Active"
"CHEMBL363648","TAK-715","FLT4","","","active"
"CHEMBL710","FINASTERIDE","CYP2C9","22931300","","Active"
"CHEMBL15193","LAPACHOL","SMN1, SMN2","","","Active"
"CHEMBL45068","PHLORETIN","KDM4E","","","Active"
"CHEMBL509032","TAE-684","BLK","","","active"
"CHEMBL587714","3',4' DICHLOROBENZAMIL","CYP2D6","","","Active"
"CHEMBL288376","PARAPLATIN","APEX1","","","active"
"CHEMBL1725279","SP-600125","ERBB4","","","active"
"CHEMBL1224512","HISPIDIN","RECQL","","","Active"
"CHEMBL591618","SJ000089001","MTOR","","","Active"
"CHEMBL212579","BENZAMIL","HIF1A","","","Active"
"CHEMBL945","AMILORIDE","HSD17B10","","","Active"
"CHEMBL121626","TOLFENAMIC ACID","NFE2L2","","","active"
"CHEMBL17205","CYCLOVALONE","GMNN","","","active"
"CHEMBL175247","ORLISTAT","PNLIP","15104490","","Active"
"CHEMBL221137","EMBELIN","ALDH1A1","","","Active"
"CHEMBL24828","VANDETANIB","KDR","","","active"
"CHEMBL509032","TAE-684","SRMS","","","active"
"CHEMBL236150","CLIOXANIDE","GMNN","","","active"
"CHEMBL582073","GNF-PF-3268","HTT","","","Active"
"CHEMBL580727","TCMDC-123650","ALOX12","","","Active"
"CHEMBL83747","PSAMMAPLIN A","HDAC6","23030799","","Active"
"CHEMBL589909","SJ000167432","GLP1R","","","active"
"CHEMBL677","LEVONORDEFRIN","RECQL","","","Active"
"CHEMBL311498","CIANIDANOL","KDM4E","","","Active"
"CHEMBL2094789","DNDI1417548","BAZ2B","","","Active"
"CHEMBL521171","NSC-61836","POLH","","","active"
"CHEMBL18824","L-NOREPINEPHRINE","KDM4E","","","Active"
"CHEMBL177820","TETRABROMOBENZOTRIAZOLE","ATXN2","","","active"
"CHEMBL1336","SORAFENIB","FLT4","","","active"
"CHEMBL514499","GW843682X","JAK2","","","active"
"CHEMBL496","HEXACHLOROPHENE","HSP90AA1","","","active"
"CHEMBL455368","ANACARDIC ACID","KAT2B","20655754","","Active"
"CHEMBL1554674","CHARTREUSIN","FEN1","","","active"
"CHEMBL412142","CHIR-99021","CSNK1G1","","","active"
"CHEMBL482967","CYC-116","MKNK2","","","active"
"CHEMBL515914","AZARIBINE","AR","","","active"
"CHEMBL15137","MICHLER'S KETONE","TP53","","","active"
"CHEMBL1601166","ORSELLINIC ACID, ETHYL ESTER","CYP3A4","","","Active"
"CHEMBL8946","ETICLOPRIDE","CYP1A2","","","Active"
"CHEMBL72365","GW7074","VDR","","","active"
"CHEMBL49120","PD-0166285","RPS6KA3","","","active"
"CHEMBL1200732","AMCINONIDE","HIF1A","","","Active"
"CHEMBL1271059","SEW-03621","ATAD5","","","Active"
"CHEMBL1201074","THIETHYLPERAZINE MALATE","IDH1","","","active"
"CHEMBL555017","GAMBOGIC ACID","NTRK1","17911251","","Active"
"CHEMBL1356238","PYRITHIONE","IDH1","","","active"
"CHEMBL1967878","CENISERTIB","ERBB2","","","active"
