ensembl_id	ensembl_gene_symbol	ensembl_gene_biotype
ENSG00000249454	CTD-2313F11.4	PSEUDOGENE
ENSG00000260920	RP1-228H13.5	SENSE_OVERLAPPING
ENSG00000184986	TMEM121	PROTEIN_CODING
ENSG00000265393	CTD-2517M22.17	ANTISENSE
ENSG00000128383	APOBEC3A	PROTEIN_CODING
ENSG00000100767	PAPLN	PROTEIN_CODING
ENSG00000240424	RP11-158N24.1	PSEUDOGENE
ENSG00000201668	Y_RNA	MISC_RNA
ENSG00000262716	TSEN34	PROTEIN_CODING
ENSG00000218422	AC016773.1	PSEUDOGENE
ENSG00000231650	RFESDP1	PSEUDOGENE
ENSG00000203435	AC104600.1	PSEUDOGENE
ENSG00000111254	AKAP3	PROTEIN_CODING
ENSG00000229981	RP11-215N21.1	LINCRNA
ENSG00000235623	RP11-2K17.5	PSEUDOGENE
ENSG00000257388	CR788282.1	PROTEIN_CODING
ENSG00000255929	RP11-867G2.8	ANTISENSE
ENSG00000039987	BEST2	PROTEIN_CODING
ENSG00000223664	AL162415.4	PSEUDOGENE
ENSG00000249099	RP11-351N6.1	LINCRNA
ENSG00000165169	DYNLT3	PROTEIN_CODING
ENSG00000224439	RP11-351M16.1	PSEUDOGENE
ENSG00000173578	XCR1	PROTEIN_CODING
ENSG00000265169	AC034187.3	MIRNA
ENSG00000198771	RCSD1	PROTEIN_CODING
ENSG00000166530	HSBP1P2	PSEUDOGENE
ENSG00000137394	TRIM10	PROTEIN_CODING
ENSG00000257150	PGAM1P5	PSEUDOGENE
ENSG00000224027	RP1-231P7P.1	LINCRNA
ENSG00000243565	AC009950.1	PROCESSED_TRANSCRIPT
ENSG00000231201	AF127577.11	ANTISENSE
ENSG00000241870	CTB-14A14.1	PSEUDOGENE
ENSG00000072121	ZFYVE26	PROTEIN_CODING
ENSG00000197077	KIAA1671	PROTEIN_CODING
ENSG00000058404	CAMK2B	PROTEIN_CODING
ENSG00000199454	RN5S388	RRNA
ENSG00000213782	DDX47	PROTEIN_CODING
ENSG00000236895	GTF2H4	PROTEIN_CODING
ENSG00000167074	TEF	PROTEIN_CODING
ENSG00000213731	RP11-506B4.4	PSEUDOGENE
ENSG00000258734	RP11-112J1.3	PSEUDOGENE
ENSG00000230742	OR5V1	PROCESSED_TRANSCRIPT
ENSG00000161103	AC008103.5	PROCESSED_TRANSCRIPT
ENSG00000207405	SNORA64	SNORNA
ENSG00000257885	RP11-474C8.4	PSEUDOGENE
ENSG00000188015	S100A3	PROTEIN_CODING
ENSG00000167105	TMEM92	PROTEIN_CODING
ENSG00000256835	GS1-410F4.5	PSEUDOGENE
ENSG00000213867	RP11-829H16.2	PSEUDOGENE
ENSG00000239891	METAZOA_SRP	MISC_RNA
ENSG00000222017	AC011997.1	PROTEIN_CODING
ENSG00000259959	RP11-121C2.2	LINCRNA
ENSG00000207979	MIR527	MIRNA
ENSG00000157111	TMEM171	PROTEIN_CODING
ENSG00000255464	RP11-585F1.2	PSEUDOGENE
ENSG00000125741	OPA3	PROTEIN_CODING
ENSG00000198231	DDX42	PROTEIN_CODING
ENSG00000236969	GGT8P	PSEUDOGENE
ENSG00000197093	GAL3ST4	PROTEIN_CODING
ENSG00000254206	RP11-231C14.2	PROTEIN_CODING
ENSG00000240924	HCG17	PROCESSED_TRANSCRIPT
ENSG00000259183	RP11-356B18.1	PSEUDOGENE
ENSG00000254517	RP11-56P9.8	PSEUDOGENE
ENSG00000266019	MIR3609	MIRNA
ENSG00000165704	HPRT1	PROTEIN_CODING
ENSG00000124507	PACSIN1	PROTEIN_CODING
ENSG00000227743	RP4-745K6.1	LINCRNA
ENSG00000165659	DACH1	PROTEIN_CODING
ENSG00000241459	METAZOA_SRP	MISC_RNA
ENSG00000214617	SLC6A10P	PSEUDOGENE
ENSG00000198055	GRK6	PROTEIN_CODING
ENSG00000235436	DPY19L2P4	PSEUDOGENE
ENSG00000244493	SLC9A9-AS2	ANTISENSE
ENSG00000200235	SNORA27	SNORNA
ENSG00000236691	NDUFA4P2	PSEUDOGENE
ENSG00000252291	SNORA31	SNORNA
ENSG00000259005	RP3-449M8.6	LINCRNA
ENSG00000126062	TMEM115	PROTEIN_CODING
ENSG00000235819	RP11-359J6.1	LINCRNA
ENSG00000135622	SEMA4F	PROTEIN_CODING
ENSG00000204705	UBTFL5	PSEUDOGENE
ENSG00000173137	ADCK5	PROTEIN_CODING
ENSG00000115548	KDM3A	PROTEIN_CODING
ENSG00000021300	PLEKHB1	PROTEIN_CODING
ENSG00000237412	AC092165.4	PSEUDOGENE
ENSG00000198987	MIR16-2	MIRNA
ENSG00000238993	AL356585.4	MIRNA
ENSG00000259074	RP11-98N22.5	PSEUDOGENE
ENSG00000153113	CAST	PROTEIN_CODING
ENSG00000211781	TRAV7	TR_V_GENE
ENSG00000259451	RP11-561C5.6	LINCRNA
ENSG00000167815	PRDX2	PROTEIN_CODING
ENSG00000223231	AL035706.1	MIRNA
ENSG00000264621	MIR5591	MIRNA
ENSG00000235344	HSA-MIR-107	PROCESSED_TRANSCRIPT
ENSG00000211850	TRAJ39	TR_J_GENE
ENSG00000253058	RN5S437	RRNA
ENSG00000230476	OFD1P9Y	PSEUDOGENE
ENSG00000160117	ANKLE1	PROTEIN_CODING
ENSG00000216753	HMGA1P7	PSEUDOGENE
ENSG00000163900	TMEM41A	PROTEIN_CODING
ENSG00000266414	U7	SNRNA
ENSG00000212710	CTAGE1	PROTEIN_CODING
ENSG00000139718	SETD1B	PROTEIN_CODING
ENSG00000177182	CLVS1	PROTEIN_CODING
ENSG00000234918	RP11-20F24.2	LINCRNA
ENSG00000060718	COL11A1	PROTEIN_CODING
ENSG00000074410	CA12	PROTEIN_CODING
ENSG00000248591	CTD-2351A8.1	PSEUDOGENE
ENSG00000182963	GJC1	PROTEIN_CODING
ENSG00000261135	RP4-798A10.7	LINCRNA
ENSG00000181495	AC026703.1	PROTEIN_CODING
ENSG00000224267	RP11-149F8.5	PROCESSED_TRANSCRIPT
ENSG00000168394	TAP1	PROTEIN_CODING
ENSG00000251964	U7	SNRNA
ENSG00000168060	NAALADL1	PROTEIN_CODING
ENSG00000225390	C6ORF47-AS1	PROCESSED_TRANSCRIPT
ENSG00000115947	ORC4	PROTEIN_CODING
ENSG00000256818	AP001069.1	PSEUDOGENE
ENSG00000259052	AL157871.2	SENSE_OVERLAPPING
ENSG00000205746	RP11-1212A22.1	PSEUDOGENE
ENSG00000107282	APBA1	PROTEIN_CODING
ENSG00000265013	SNORD33	SNORNA
ENSG00000263791	MIR4727	MIRNA
ENSG00000260717	CCL4L2	PROTEIN_CODING
ENSG00000264191	RP11-437L1.2	PSEUDOGENE
ENSG00000232775	AP000525.10	PSEUDOGENE
ENSG00000233139	RP11-38O23.4	PSEUDOGENE
ENSG00000250475	RP11-312A15.3	PSEUDOGENE
ENSG00000235313	HM13-IT1	SENSE_INTRONIC
ENSG00000049618	ARID1B	PROTEIN_CODING
ENSG00000162510	MATN1	PROTEIN_CODING
ENSG00000228403	RP11-563N6.6	SENSE_INTRONIC
ENSG00000234433	VWA7	PROTEIN_CODING
ENSG00000117543	DPH5	PROTEIN_CODING
ENSG00000211962	IGHV1-46	IG_V_GENE
ENSG00000145817	YIPF5	PROTEIN_CODING
ENSG00000259953	RP11-4O1.2	SENSE_OVERLAPPING
ENSG00000206401	LY6G6E	PROTEIN_CODING
ENSG00000235360	C6ORF47	PROTEIN_CODING
ENSG00000232931	LINC00342	LINCRNA
ENSG00000221994	ZNF630	PROTEIN_CODING
ENSG00000258024	RP11-762H13.1	PSEUDOGENE
ENSG00000207589	MIR508	MIRNA
ENSG00000242182	METAZOA_SRP	MISC_RNA
ENSG00000140853	NLRC5	PROTEIN_CODING
ENSG00000206832	RNU6V	SNRNA
ENSG00000230312	LL0XNC01-116E7.4	PSEUDOGENE
ENSG00000255013	RP11-1167A19.14	PROCESSED_TRANSCRIPT
ENSG00000228549	RP11-108M9.3	LINCRNA
ENSG00000107779	BMPR1A	PROTEIN_CODING
ENSG00000265410	AC058791.1	LINCRNA
ENSG00000138078	PREPL	PROTEIN_CODING
ENSG00000225327	USP17L3	PSEUDOGENE
ENSG00000253383	RP11-116B19.2	PSEUDOGENE
ENSG00000207775	MIR548A1	MIRNA
ENSG00000263041	RP11-355F22.1	PROCESSED_TRANSCRIPT
ENSG00000102245	CD40LG	PROTEIN_CODING
ENSG00000231006	CTB-54D4.1	PSEUDOGENE
ENSG00000258793	RP11-404P21.3	ANTISENSE
ENSG00000256162	RP3-324N14.2	PROTEIN_CODING
ENSG00000182957	SPATA13	PROTEIN_CODING
ENSG00000225777	DDX39AP1	PSEUDOGENE
ENSG00000231961	RP5-967N21.7	PSEUDOGENE
ENSG00000265824	METAZOA_SRP	MISC_RNA
ENSG00000253030	MIR2116	MIRNA
ENSG00000261667	RP11-520P18.5	PROTEIN_CODING
ENSG00000207351	Y_RNA	MISC_RNA
ENSG00000259288	RP11-133K1.2	PROTEIN_CODING
ENSG00000223148	AC011478.1	MIRNA
ENSG00000221075	AC119751.1	MIRNA
ENSG00000104951	IL4I1	PROTEIN_CODING
ENSG00000261347	AP000439.5	LINCRNA
ENSG00000251117	RP11-454E7.1	PROCESSED_TRANSCRIPT
ENSG00000252353	RNU7-25P	SNRNA
ENSG00000254334	RP11-24P4.1	LINCRNA
ENSG00000259078	PTBP1P	PSEUDOGENE
ENSG00000232015	RP11-181C21.6	PSEUDOGENE
ENSG00000232184	RP11-370K11.1	PROCESSED_TRANSCRIPT
ENSG00000226097	AC099342.1	LINCRNA
ENSG00000090263	MRPS33	PROTEIN_CODING
ENSG00000169902	TPST1	PROTEIN_CODING
ENSG00000231292	AC016745.2	PSEUDOGENE
ENSG00000138041	SMEK2	PROTEIN_CODING
ENSG00000252854	RN7SKP5	MISC_RNA
ENSG00000073578	SDHA	PROTEIN_CODING
ENSG00000213109	RP11-55K22.2	PSEUDOGENE
ENSG00000165879	FRAT1	PROTEIN_CODING
ENSG00000019549	SNAI2	PROTEIN_CODING
ENSG00000232603	LL22NC03-22A12.12	PSEUDOGENE
ENSG00000241408	HCG16	PROCESSED_TRANSCRIPT
ENSG00000101574	METTL4	PROTEIN_CODING
ENSG00000199783	SNORD56	SNORNA
ENSG00000262963	AC012314.19	PSEUDOGENE
ENSG00000229571	WI2-2994D6.2	PROTEIN_CODING
ENSG00000240997	METAZOA_SRP	MISC_RNA
ENSG00000242399	KB-1434A12.1	PSEUDOGENE
ENSG00000225102	RP11-456H18.1	ANTISENSE
ENSG00000167378	IRGQ	PROTEIN_CODING
ENSG00000225553	PHF1	PROTEIN_CODING
ENSG00000242095	METAZOA_SRP	MISC_RNA
ENSG00000223751	AC116609.2	LINCRNA
ENSG00000261968	AC037482.1	PROTEIN_CODING
ENSG00000223463	HLA-H	PSEUDOGENE
ENSG00000257277	RP11-434H14.1	ANTISENSE
ENSG00000252361	U6	SNRNA
ENSG00000167258	CDK12	PROTEIN_CODING
ENSG00000111231	GPN3	PROTEIN_CODING
ENSG00000180818	HOXC10	PROTEIN_CODING
ENSG00000174938	SEZ6L2	PROTEIN_CODING
ENSG00000185900	SGK196	PROTEIN_CODING
ENSG00000240053	LY6G5B	PROTEIN_CODING
ENSG00000249851	RP11-166J22.1	PSEUDOGENE
ENSG00000154957	ZNF18	PROTEIN_CODING
ENSG00000183784	C9ORF66	PROTEIN_CODING
ENSG00000212455	SNORA40	SNORNA
ENSG00000260007	RP11-315D16.2	PROTEIN_CODING
ENSG00000172239	PAIP1	PROTEIN_CODING
ENSG00000262641	RP11-124L9.6	PSEUDOGENE
ENSG00000072518	MARK2	PROTEIN_CODING
ENSG00000197558	SSPO	PROCESSED_TRANSCRIPT
ENSG00000260988	RP11-285A1.1	LINCRNA
ENSG00000231907	GAPDHP37	PSEUDOGENE
ENSG00000200059	Y_RNA	MISC_RNA
ENSG00000171466	ZNF562	PROTEIN_CODING
ENSG00000166492	FAM86GP	PSEUDOGENE
ENSG00000232285	TCEB2P3	PSEUDOGENE
ENSG00000203578	AC073940.1	PSEUDOGENE
ENSG00000257376	RP11-328C8.2	PSEUDOGENE
ENSG00000044574	HSPA5	PROTEIN_CODING
ENSG00000227283	RPL35AP12	PSEUDOGENE
ENSG00000196912	ANKRD36B	PSEUDOGENE
ENSG00000259719	RP11-930O11.1	PROCESSED_TRANSCRIPT
ENSG00000238420	U6	SNRNA
ENSG00000230425	AL022344.6	PSEUDOGENE
ENSG00000258345	RP11-603J24.6	ANTISENSE
ENSG00000234376	UBTFL2	PSEUDOGENE
ENSG00000080603	SRCAP	PROTEIN_CODING
ENSG00000236626	MTND5P17	PSEUDOGENE
ENSG00000233342	RP11-235G24.3	LINCRNA
ENSG00000260845	RP11-586K12.4	LINCRNA
ENSG00000205363	C15ORF59	PROTEIN_CODING
ENSG00000227877	RP11-59J5.1	LINCRNA
ENSG00000179141	MTUS2-AS1	ANTISENSE
ENSG00000248401	RP11-576N17.3	PSEUDOGENE
ENSG00000203645	LINC00501	LINCRNA
ENSG00000048462	TNFRSF17	PROTEIN_CODING
ENSG00000254939	CTD-2342I9.1	PSEUDOGENE
ENSG00000131409	LRRC4B	PROTEIN_CODING
ENSG00000179082	C9ORF106	LINCRNA
ENSG00000151276	MAGI1	PROTEIN_CODING
ENSG00000234414	RBMY1A1	PROTEIN_CODING
ENSG00000238248	DASS-23B5.1	PSEUDOGENE
ENSG00000264725	MIR3129	MIRNA
ENSG00000252287	RN5S24	RRNA
ENSG00000266847	SNORA38	SNORNA
ENSG00000252373	U6	SNRNA
ENSG00000199858	U6	SNRNA
ENSG00000203647	AC106827.1	PSEUDOGENE
ENSG00000173442	EHBP1L1	PROTEIN_CODING
ENSG00000223611	RP11-454K24.1	PSEUDOGENE
ENSG00000250437	RP11-116A1.1	LINCRNA
ENSG00000125107	CNOT1	PROTEIN_CODING
ENSG00000196656	AC004057.1	PSEUDOGENE
ENSG00000222677	AL513123.1	MIRNA
ENSG00000257275	RP11-164H13.1	ANTISENSE
ENSG00000250383	CTD-2197I11.1	ANTISENSE
ENSG00000265291	MIR4710	MIRNA
ENSG00000265871	MIR3174	MIRNA
ENSG00000230817	RP4-601K24.1	LINCRNA
ENSG00000119899	SLC17A5	PROTEIN_CODING
ENSG00000198021	SPANXA1	PROTEIN_CODING
ENSG00000227460	SYNGAP1	PROTEIN_CODING
ENSG00000118514	ALDH8A1	PROTEIN_CODING
ENSG00000170074	FAM153A	PROTEIN_CODING
ENSG00000174837	EMR1	PROTEIN_CODING
ENSG00000248834	MARK2P5	PSEUDOGENE
ENSG00000222383	RN5S203	RRNA
ENSG00000215915	ATAD3C	PROTEIN_CODING
ENSG00000263799	RP11-728E14.3	LINCRNA
ENSG00000246225	RP11-17A1.3	ANTISENSE
ENSG00000248603	RP3-412A9.10	PROCESSED_TRANSCRIPT
ENSG00000250669	RP11-83M16.3	PSEUDOGENE
ENSG00000251311	RP11-249M12.2	LINCRNA
ENSG00000162702	ZNF281	PROTEIN_CODING
ENSG00000242236	METAZOA_SRP	MISC_RNA
ENSG00000242814	RP11-436H11.1	PSEUDOGENE
ENSG00000165966	PDZRN4	PROTEIN_CODING
ENSG00000203801	LINC00222	LINCRNA
ENSG00000221125	U3	SNORNA
ENSG00000230855	OR2J3	PROTEIN_CODING
ENSG00000255741	RP11-757G1.5	ANTISENSE
ENSG00000223571	DHRSX-IT1	SENSE_INTRONIC
ENSG00000260254	AP000997.2	LINCRNA
ENSG00000239228	METAZOA_SRP	MISC_RNA
ENSG00000207201	U1	SNRNA
ENSG00000226900	RP11-432J24.5	LINCRNA
ENSG00000204287	HLA-DRA	PROTEIN_CODING
ENSG00000230595	RSL24D1P2	PSEUDOGENE
ENSG00000148950	IMMP1L	PROTEIN_CODING
ENSG00000254459	RP11-91P24.7	PROCESSED_TRANSCRIPT
ENSG00000201570	U4	SNRNA
ENSG00000242060	RP11-795H16.1	PSEUDOGENE
ENSG00000254466	OR4D10	PROTEIN_CODING
ENSG00000090776	EFNB1	PROTEIN_CODING
ENSG00000252830	RN5S59	RRNA
ENSG00000240977	METAZOA_SRP	MISC_RNA
ENSG00000238624	SNOU13	SNORNA
ENSG00000200389	U6	SNRNA
ENSG00000184489	PTP4A3	PROTEIN_CODING
ENSG00000254532	RP11-624D11.2	LINCRNA
ENSG00000263925	AC092364.1	MIRNA
ENSG00000171611	PTCRA	PROTEIN_CODING
ENSG00000203396	RP11-217O12.1	PSEUDOGENE
ENSG00000207163	U6	SNRNA
ENSG00000251710	AC010295.1	MIRNA
ENSG00000263333	NDUFA3	PROTEIN_CODING
ENSG00000239171	SNOU13	SNORNA
ENSG00000104447	TRPS1	PROTEIN_CODING
ENSG00000254684	RP11-882I15.1	PSEUDOGENE
ENSG00000155849	ELMO1	PROTEIN_CODING
ENSG00000224476	CTD-2356P16.1	PSEUDOGENE
ENSG00000239025	SNOU13	SNORNA
ENSG00000144848	ATG3	PROTEIN_CODING
ENSG00000123815	ADCK4	PROTEIN_CODING
ENSG00000242686	RP11-1191J2.2	ANTISENSE
ENSG00000161638	ITGA5	PROTEIN_CODING
ENSG00000200052	Y_RNA	MISC_RNA
ENSG00000122008	POLK	PROTEIN_CODING
ENSG00000230934	RP11-402P6.2	PSEUDOGENE
ENSG00000225150	OR2G1P	PSEUDOGENE
ENSG00000161920	MED11	PROTEIN_CODING
ENSG00000231776	RP1-90L14.1	PROCESSED_TRANSCRIPT
ENSG00000235972	RP11-472G23.10	LINCRNA
ENSG00000227964	RP5-1112F19.2	LINCRNA
ENSG00000183090	FREM3	PROTEIN_CODING
ENSG00000231034	RP11-346K17.3	PSEUDOGENE
ENSG00000174799	CEP135	PROTEIN_CODING
ENSG00000109332	UBE2D3	PROTEIN_CODING
ENSG00000231740	RP11-63G10.2	LINCRNA
ENSG00000262908	TAS2R30	PROTEIN_CODING
ENSG00000225667	LINC00505	LINCRNA
ENSG00000115138	POMC	PROTEIN_CODING
ENSG00000197604	AC022532.1	PROTEIN_CODING
ENSG00000150667	FSIP1	PROTEIN_CODING
ENSG00000214351	OR1X5P	PSEUDOGENE
ENSG00000207221	SNORA70E	SNORNA
ENSG00000226699	RP11-122K13.7	ANTISENSE
ENSG00000253091	U3	SNORNA
ENSG00000184210	DGAT2L6	PROTEIN_CODING
ENSG00000259238	RP11-361D15.2	ANTISENSE
ENSG00000185198	PRSS57	PROTEIN_CODING
ENSG00000101557	USP14	PROTEIN_CODING
ENSG00000260610	RP11-989E6.11	PSEUDOGENE
ENSG00000138794	CASP6	PROTEIN_CODING
ENSG00000215933	BX119917.1	MIRNA
ENSG00000250630	RP11-52L11.4	PSEUDOGENE
ENSG00000212040	MIR543	MIRNA
ENSG00000257787	RP11-20L19.1	PROCESSED_TRANSCRIPT
ENSG00000228015	AC074338.5	PSEUDOGENE
ENSG00000226548	AC016722.3	ANTISENSE
ENSG00000242948	EPS15P1	PSEUDOGENE
ENSG00000132155	RAF1	PROTEIN_CODING
ENSG00000230790	AC012456.4	ANTISENSE
ENSG00000249085	CTD-2631K10.1	ANTISENSE
ENSG00000255071	SAA2-SAA4	PROCESSED_TRANSCRIPT
ENSG00000124613	ZNF391	PROTEIN_CODING
ENSG00000225447	RPS15AP10	PSEUDOGENE
ENSG00000255637	AC109992.1	PSEUDOGENE
ENSG00000148634	HERC4	PROTEIN_CODING
ENSG00000258751	RP11-2G1.1	LINCRNA
ENSG00000227233	CTD-2021A8.1	PSEUDOGENE
ENSG00000170542	SERPINB9	PROTEIN_CODING
ENSG00000200034	U4	SNRNA
ENSG00000206706	Y_RNA	MISC_RNA
ENSG00000228877	RP11-473E2.4	LINCRNA
ENSG00000130783	CCDC62	PROTEIN_CODING
ENSG00000188739	RBM34	PROTEIN_CODING
ENSG00000251393	RP1-240K6.3	LINCRNA
ENSG00000239471	METAZOA_SRP	MISC_RNA
ENSG00000213593	TMX2	PROTEIN_CODING
ENSG00000204052	LRRC73	PROTEIN_CODING
ENSG00000074755	ZZEF1	PROTEIN_CODING
ENSG00000230641	USP12-AS2	ANTISENSE
ENSG00000224857	AL592494.1	LINCRNA
ENSG00000217340	AL023807.2	PROTEIN_CODING
ENSG00000260325	HSPB9	PROTEIN_CODING
ENSG00000238763	SNOU13	SNORNA
ENSG00000232848	CTA-215D11.4	PSEUDOGENE
ENSG00000254344	RP11-258J10.1	LINCRNA
ENSG00000254794	RP11-665E10.3	PSEUDOGENE
ENSG00000262117	BCAR4	LINCRNA
ENSG00000229077	SLC44A4	PROTEIN_CODING
ENSG00000263606	RP11-737O24.3	PSEUDOGENE
ENSG00000262171	CTA-972D3.2	ANTISENSE
ENSG00000160360	GPSM1	PROTEIN_CODING
ENSG00000215910	C1ORF167	PROTEIN_CODING
ENSG00000234043	RP11-56M3.1	PSEUDOGENE
ENSG00000266680	RP5-1148A21.3	ANTISENSE
ENSG00000104524	PYCRL	PROTEIN_CODING
ENSG00000225243	RP1-127D3.4	ANTISENSE
ENSG00000171481	OR1L3	PROTEIN_CODING
ENSG00000221542	AC016405.2	MIRNA
ENSG00000115226	FNDC4	PROTEIN_CODING
ENSG00000236862	RPS20P24	PSEUDOGENE
ENSG00000227032	RP11-34E5.4	PSEUDOGENE
ENSG00000174197	MGA	PROTEIN_CODING
ENSG00000163357	DCST1	PROTEIN_CODING
ENSG00000266014	RP11-94B19.2	LINCRNA
ENSG00000224469	AC009517.2	PSEUDOGENE
ENSG00000228053	RP11-151F5.2	PSEUDOGENE
ENSG00000213291	RP11-420H19.3	PSEUDOGENE
ENSG00000140937	CDH11	PROTEIN_CODING
ENSG00000200935	U6	SNRNA
ENSG00000160183	TMPRSS3	PROTEIN_CODING
ENSG00000214146	RP11-699L21.1	LINCRNA
ENSG00000229376	CICP3	PSEUDOGENE
ENSG00000250838	RP11-501C14.5	ANTISENSE
ENSG00000122912	SLC25A16	PROTEIN_CODING
ENSG00000222921	RN5S104	RRNA
ENSG00000163046	ANKRD30BL	PROTEIN_CODING
ENSG00000226840	PAICSP3	PSEUDOGENE
ENSG00000228872	AC096664.2	PSEUDOGENE
ENSG00000184698	OR51M1	PROTEIN_CODING
ENSG00000203778	C6ORF225	PROTEIN_CODING
ENSG00000254593	RP11-757C15.3	PSEUDOGENE
ENSG00000237361	RP11-269C23.3	LINCRNA
ENSG00000255233	RP11-755E23.3	LINCRNA
ENSG00000220343	RP11-440K22.1	PSEUDOGENE
ENSG00000237074	RP11-6J21.2	LINCRNA
ENSG00000181915	ADO	PROTEIN_CODING
ENSG00000109685	WHSC1	PROTEIN_CODING
ENSG00000253049	SNORA43	SNORNA
ENSG00000165238	WNK2	PROTEIN_CODING
ENSG00000178440	RP11-324H6.6	PROCESSED_TRANSCRIPT
ENSG00000233894	RP4-650F12.2	ANTISENSE
ENSG00000215162	LINC00269	LINCRNA
ENSG00000152595	MEPE	PROTEIN_CODING
ENSG00000266103	METAZOA_SRP	MISC_RNA
ENSG00000235905	TRIM15	PROTEIN_CODING
ENSG00000241204	RP11-333A23.1	PSEUDOGENE
ENSG00000137942	FNBP1L	PROTEIN_CODING
ENSG00000133121	STARD13	PROTEIN_CODING
ENSG00000240298	RPL36AP40	PSEUDOGENE
ENSG00000262011	AC003009.1	ANTISENSE
ENSG00000105550	FGF21	PROTEIN_CODING
ENSG00000250497	AC007126.1	LINCRNA
ENSG00000236594	RP11-341G2.1	PSEUDOGENE
ENSG00000233691	RP11-312J18.7	PSEUDOGENE
ENSG00000165370	GPR101	PROTEIN_CODING
ENSG00000263902	METAZOA_SRP	MISC_RNA
ENSG00000228616	RP11-66N11.7	LINCRNA
ENSG00000159055	MIS18A	PROTEIN_CODING
ENSG00000255509	RP11-445F12.1	ANTISENSE
ENSG00000223018	AL096700.1	MIRNA
ENSG00000217801	RP11-465B22.3	PSEUDOGENE
ENSG00000227592	CTD-2225F20.1	PSEUDOGENE
ENSG00000265922	RP11-196G18.21	PROCESSED_TRANSCRIPT
ENSG00000257920	RP11-541G9.2	LINCRNA
ENSG00000233731	CLYBL-IT1	SENSE_INTRONIC
ENSG00000124203	ZNF831	PROTEIN_CODING
ENSG00000206959	Y_RNA	MISC_RNA
ENSG00000252389	RN5S414	RRNA
ENSG00000169567	HINT1	PROTEIN_CODING
ENSG00000260715	RP11-744D14.2	LINCRNA
ENSG00000157873	TNFRSF14	PROTEIN_CODING
ENSG00000164823	OSGIN2	PROTEIN_CODING
ENSG00000226339	RPS26P56	PSEUDOGENE
ENSG00000263476	MIR3156-1	MIRNA
ENSG00000260941	RP4-599G15.7	SENSE_OVERLAPPING
ENSG00000242311	METAZOA_SRP	MISC_RNA
ENSG00000183230	CTNNA3	PROTEIN_CODING
ENSG00000249943	RP11-213L8.1	PSEUDOGENE
ENSG00000260331	RP11-111J6.2	LINCRNA
ENSG00000207067	SNORA72	SNORNA
ENSG00000231000	RPS17P1	PSEUDOGENE
ENSG00000261269	RP11-389C8.2	SENSE_OVERLAPPING
ENSG00000198502	HLA-DRB5	PROTEIN_CODING
ENSG00000221219	AC110298.1	MIRNA
ENSG00000204652	RPS26P8	PSEUDOGENE
ENSG00000233755	RP4-799D16.1	LINCRNA
ENSG00000185894	BPY2C	PROTEIN_CODING
ENSG00000222449	U6	SNRNA
ENSG00000259677	RP11-493E3.1	PSEUDOGENE
ENSG00000014919	COX15	PROTEIN_CODING
ENSG00000251745	U7	SNRNA
ENSG00000230749	MEIS1-AS2	ANTISENSE
ENSG00000224851	LINC00502	PROCESSED_TRANSCRIPT
ENSG00000170142	UBE2E1	PROTEIN_CODING
ENSG00000169231	THBS3	PROTEIN_CODING
ENSG00000257740	RP11-977G19.12	ANTISENSE
ENSG00000251075	HTT-AS1	ANTISENSE
ENSG00000242573	ACTR3P3	PSEUDOGENE
ENSG00000199313	U4	SNRNA
ENSG00000124343	XG	PROTEIN_CODING
ENSG00000239978	GS1-388B5.6	PSEUDOGENE
ENSG00000128908	INO80	PROTEIN_CODING
ENSG00000262706	CTC-550B14.1	PSEUDOGENE
ENSG00000204851	PNMAL2	PROTEIN_CODING
ENSG00000166188	ZNF319	PROTEIN_CODING
ENSG00000206599	U6	SNRNA
ENSG00000136504	KAT7	PROTEIN_CODING
ENSG00000203280	CTA-221G9.11	ANTISENSE
ENSG00000163273	NPPC	PROTEIN_CODING
ENSG00000129038	LOXL1	PROTEIN_CODING
ENSG00000217330	SSXP10	PSEUDOGENE
ENSG00000244553	RP5-1092A11.3	ANTISENSE
ENSG00000205279	CTXN3	PROTEIN_CODING
ENSG00000252958	AC009065.3	MIRNA
ENSG00000252211	RN5S473	RRNA
ENSG00000186010	NDUFA13	PROTEIN_CODING
ENSG00000200070	U4	SNRNA
ENSG00000139990	DCAF5	PROTEIN_CODING
ENSG00000229821	RP11-567E21.3	ANTISENSE
ENSG00000266725	HIST2H3A	PROTEIN_CODING
ENSG00000221411	MIR1227	MIRNA
ENSG00000109118	PHF12	PROTEIN_CODING
ENSG00000166949	SMAD3	PROTEIN_CODING
ENSG00000224723	GUSBP10	PSEUDOGENE
ENSG00000196143	OR11H12	PSEUDOGENE
ENSG00000238650	SNORD54	SNORNA
ENSG00000128242	GAL3ST1	PROTEIN_CODING
ENSG00000143546	S100A8	PROTEIN_CODING
ENSG00000211706	TRBV6-1	TR_V_GENE
ENSG00000263173	CTC-550B14.1	PSEUDOGENE
ENSG00000180773	SLC36A4	PROTEIN_CODING
ENSG00000100246	DNAL4	PROTEIN_CODING
ENSG00000240651	SEPT7P4	PSEUDOGENE
ENSG00000226395	RP11-218D6.3	PSEUDOGENE
ENSG00000196228	SULT1C3	PROTEIN_CODING
ENSG00000141086	CTRL	PROTEIN_CODING
ENSG00000224097	RP11-472B18.1	PSEUDOGENE
ENSG00000170779	CDCA4	PROTEIN_CODING
ENSG00000107719	KIAA1274	PROTEIN_CODING
