entrez_gene_symbol	gene_long_name	category_sources	category
ITFG1 	integrin alpha FG-GAP repeat containing 1 	RussLampel	DRUGGABLE GENOME
ITFG2 	integrin alpha FG-GAP repeat containing 2 	RussLampel	DRUGGABLE GENOME
ITFG3 	integrin alpha FG-GAP repeat containing 3 	RussLampel	DRUGGABLE GENOME
ITGA1 	integrin, alpha 1 	GO	CELL SURFACE
ITGA1 	integrin, alpha 1 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA1 	integrin, alpha 1 	HopkinsGroom	DRUGGABLE GENOME
ITGA10 	integrin, alpha 10 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA11 	integrin, alpha 11 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA2 	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	GO	CELL SURFACE
ITGA2 	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA2 	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA2B 	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) 	GO	CELL SURFACE
ITGA2B 	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA2B 	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA3 	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	GO	CELL SURFACE
ITGA3 	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA4 	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	GO	CELL SURFACE
ITGA4 	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA4 	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA5 	integrin, alpha 5 (fibronectin receptor, alpha polypeptide) 	GO	CELL SURFACE
ITGA5 	integrin, alpha 5 (fibronectin receptor, alpha polypeptide) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA5 	integrin, alpha 5 (fibronectin receptor, alpha polypeptide) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA6 	integrin, alpha 6 	GO	CELL SURFACE
ITGA6 	integrin, alpha 6 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGA6 	integrin, alpha 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA7 	integrin, alpha 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA8 	integrin, alpha 8 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGA9 	integrin, alpha 9 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAD 	integrin, alpha D 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAE 	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) 	GO	CELL SURFACE
ITGAE 	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGAE 	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAL 	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) 	GO	CELL SURFACE
ITGAL 	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGAL 	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAM 	integrin, alpha M (complement component 3 receptor 3 subunit) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAV 	integrin, alpha V 	GO	CELL SURFACE
ITGAV 	integrin, alpha V 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGAV 	integrin, alpha V 	GO	ION CHANNEL
ITGAV 	integrin, alpha V 	GO	TRANSPORTER
ITGAV 	integrin, alpha V 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGAX 	integrin, alpha X (complement component 3 receptor 4 subunit) 	GO	CELL SURFACE
ITGAX 	integrin, alpha X (complement component 3 receptor 4 subunit) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGAX 	integrin, alpha X (complement component 3 receptor 4 subunit) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB1 	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	GO	CELL SURFACE
ITGB1 	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	GO	DRUG RESISTANCE
ITGB1 	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
ITGB1 	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	GO	TUMOR SUPPRESSOR
ITGB1 	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB2 	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB3 	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB4 	integrin, beta 4 	GO	CELL SURFACE
ITGB4 	integrin, beta 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB5 	integrin, beta 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB6 	integrin, beta 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB7 	integrin, beta 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITGB8 	integrin, beta 8 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITIH1 	inter-alpha-trypsin inhibitor heavy chain 1 	GO, dGene	PROTEASE INHIBITOR
ITIH1 	inter-alpha-trypsin inhibitor heavy chain 1 	RussLampel	DRUGGABLE GENOME
ITIH2 	inter-alpha-trypsin inhibitor heavy chain 2 	GO, dGene	PROTEASE INHIBITOR
ITIH2 	inter-alpha-trypsin inhibitor heavy chain 2 	RussLampel	DRUGGABLE GENOME
ITIH3 	inter-alpha-trypsin inhibitor heavy chain 3 	GO, dGene	PROTEASE INHIBITOR
ITIH3 	inter-alpha-trypsin inhibitor heavy chain 3 	RussLampel	DRUGGABLE GENOME
ITIH4 	inter-alpha-trypsin inhibitor heavy chain family, member 4 	GO, dGene	PROTEASE INHIBITOR
ITIH4 	inter-alpha-trypsin inhibitor heavy chain family, member 4 	RussLampel	DRUGGABLE GENOME
ITIH5 	inter-alpha-trypsin inhibitor heavy chain family, member 5 	GO, dGene	PROTEASE INHIBITOR
ITIH5 	inter-alpha-trypsin inhibitor heavy chain family, member 5 	RussLampel	DRUGGABLE GENOME
ITIH6 	inter-alpha-trypsin inhibitor heavy chain family, member 6 	GO, dGene	PROTEASE INHIBITOR
ITIH6 	inter-alpha-trypsin inhibitor heavy chain family, member 6 	RussLampel	DRUGGABLE GENOME
ITK 	IL2-inducible T-cell kinase 	GO, HopkinsGroom	KINASE
ITK 	IL2-inducible T-cell kinase 	GO, dGene	TYROSINE KINASE
ITK 	IL2-inducible T-cell kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITLN1 	intelectin 1 (galactofuranose binding) 	HopkinsGroom	FIBRINOGEN
ITLN1 	intelectin 1 (galactofuranose binding) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITLN2 	intelectin 2 	HopkinsGroom	FIBRINOGEN
ITLN2 	intelectin 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITPK1 	inositol-tetrakisphosphate 1-kinase 	GO	KINASE
ITPKA 	inositol-trisphosphate 3-kinase A 	GO	KINASE
ITPKA 	inositol-trisphosphate 3-kinase A 	GO	SERINE THREONINE KINASE
ITPKB 	inositol-trisphosphate 3-kinase B 	GO	KINASE
ITPKC 	inositol-trisphosphate 3-kinase C 	GO	KINASE
ITPR1 	inositol 1,4,5-trisphosphate receptor, type 1 	GO	TRANSPORTER
ITPR1 	inositol 1,4,5-trisphosphate receptor, type 1 	GO, HopkinsGroom	ION CHANNEL
ITPR1 	inositol 1,4,5-trisphosphate receptor, type 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
ITPR2 	inositol 1,4,5-trisphosphate receptor, type 2 	GO	TRANSPORTER
ITPR2 	inositol 1,4,5-trisphosphate receptor, type 2 	GO, HopkinsGroom	ION CHANNEL
ITPR2 	inositol 1,4,5-trisphosphate receptor, type 2 	HopkinsGroom	DRUGGABLE GENOME
ITPR3 	inositol 1,4,5-trisphosphate receptor, type 3 	GO	TRANSPORTER
ITPR3 	inositol 1,4,5-trisphosphate receptor, type 3 	GO, HopkinsGroom	ION CHANNEL
ITPR3 	inositol 1,4,5-trisphosphate receptor, type 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
IVNS1ABP 	influenza virus NS1A binding protein 	GO	TRANSCRIPTION FACTOR COMPLEX
JAG1 	jagged 1 	GO	GROWTH FACTOR
JAG2 	jagged 2 	GO	GROWTH FACTOR
JAK1 	Janus kinase 1 	GO, HopkinsGroom	KINASE
JAK1 	Janus kinase 1 	GO, dGene	TYROSINE KINASE
JAK1 	Janus kinase 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
JAK2 	Janus kinase 2 	GO	HISTONE MODIFICATION
JAK2 	Janus kinase 2 	GO, HopkinsGroom	KINASE
JAK2 	Janus kinase 2 	GO, dGene	TYROSINE KINASE
JAK2 	Janus kinase 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
JAK3 	Janus kinase 3 	GO, HopkinsGroom	KINASE
JAK3 	Janus kinase 3 	GO, dGene	TYROSINE KINASE
JAK3 	Janus kinase 3 	HopkinsGroom	DRUGGABLE GENOME
JAKMIP2 	janus kinase and microtubule interacting protein 2 	GO	KINASE
JARID2 	jumonji, AT rich interactive domain 2 	GO	HISTONE MODIFICATION
JDP2 	Jun dimerization protein 2 	GO	HISTONE MODIFICATION
JHDM1D 	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae) 	GO	HISTONE MODIFICATION
JMJD1C 	jumonji domain containing 1C 	GO	TRANSCRIPTION FACTOR BINDING
JMJD6 	jumonji domain containing 6 	GO	HISTONE MODIFICATION
JMY 	junction mediating and regulatory protein, p53 cofactor 	GO	DNA REPAIR
JMY 	junction mediating and regulatory protein, p53 cofactor 	GO	TUMOR SUPPRESSOR
JOSD1 	Josephin domain containing 1 	GO, dGene	PROTEASE
JOSD2 	Josephin domain containing 2 	GO, dGene	PROTEASE
JPH2 	junctophilin 2 	GO	ION CHANNEL
JPH2 	junctophilin 2 	GO	TRANSPORTER
JPH3 	junctophilin 3 	GO	ION CHANNEL
JPH3 	junctophilin 3 	GO	TRANSPORTER
JUN 	jun proto-oncogene 	GO	DRUG RESISTANCE
JUN 	jun proto-oncogene 	GO	TRANSCRIPTION FACTOR BINDING
JUN 	jun proto-oncogene 	GO	TRANSCRIPTION FACTOR COMPLEX
JUN 	jun proto-oncogene 	GO	TUMOR SUPPRESSOR
JUNB 	jun B proto-oncogene 	GO	DRUG RESISTANCE
JUNB 	jun B proto-oncogene 	GO	TUMOR SUPPRESSOR
KAL1 	Kallmann syndrome 1 sequence 	GO, dGene	PROTEASE INHIBITOR
KALRN 	kalirin, RhoGEF kinase 	GO, HopkinsGroom	KINASE
KALRN 	kalirin, RhoGEF kinase 	GO, dGene	SERINE THREONINE KINASE
KALRN 	kalirin, RhoGEF kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KANK2 	KN motif and ankyrin repeat domains 2 	GO	TUMOR SUPPRESSOR
KANSL1 	KAT8 regulatory NSL complex subunit 1 	GO	HISTONE MODIFICATION
KANSL2 	KAT8 regulatory NSL complex subunit 2 	GO	HISTONE MODIFICATION
KANSL3 	KAT8 regulatory NSL complex subunit 3 	GO	HISTONE MODIFICATION
KAT2A 	K(lysine) acetyltransferase 2A 	GO	HISTONE MODIFICATION
KAT2A 	K(lysine) acetyltransferase 2A 	GO	TRANSCRIPTION FACTOR COMPLEX
KAT2B 	K(lysine) acetyltransferase 2B 	GO	HISTONE MODIFICATION
KAT2B 	K(lysine) acetyltransferase 2B 	GO	TRANSCRIPTION FACTOR BINDING
KAT2B 	K(lysine) acetyltransferase 2B 	GO	TUMOR SUPPRESSOR
KAT5 	K(lysine) acetyltransferase 5 	GO	DNA REPAIR
KAT5 	K(lysine) acetyltransferase 5 	GO	HISTONE MODIFICATION
KAT5 	K(lysine) acetyltransferase 5 	GO	TRANSCRIPTION FACTOR BINDING
KAT6A 	K(lysine) acetyltransferase 6A 	GO	HISTONE MODIFICATION
KAT6A 	K(lysine) acetyltransferase 6A 	GO	TRANSCRIPTION FACTOR BINDING
KAT6B 	K(lysine) acetyltransferase 6B 	GO	HISTONE MODIFICATION
KAT6B 	K(lysine) acetyltransferase 6B 	GO	TRANSCRIPTION FACTOR BINDING
KAT7 	K(lysine) acetyltransferase 7 	GO	HISTONE MODIFICATION
KAT8 	K(lysine) acetyltransferase 8 	GO	HISTONE MODIFICATION
KAT8 	K(lysine) acetyltransferase 8 	GO	TRANSCRIPTION FACTOR BINDING
KCNA1 	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	GO	TRANSPORTER
KCNA1 	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	GO, HopkinsGroom	ION CHANNEL
KCNA1 	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA10 	potassium voltage-gated channel, shaker-related subfamily, member 10 	GO	TRANSPORTER
KCNA10 	potassium voltage-gated channel, shaker-related subfamily, member 10 	GO, HopkinsGroom	ION CHANNEL
KCNA10 	potassium voltage-gated channel, shaker-related subfamily, member 10 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA2 	potassium voltage-gated channel, shaker-related subfamily, member 2 	GO	TRANSPORTER
KCNA2 	potassium voltage-gated channel, shaker-related subfamily, member 2 	GO, HopkinsGroom	ION CHANNEL
KCNA2 	potassium voltage-gated channel, shaker-related subfamily, member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA3 	potassium voltage-gated channel, shaker-related subfamily, member 3 	GO	TRANSPORTER
KCNA3 	potassium voltage-gated channel, shaker-related subfamily, member 3 	GO, HopkinsGroom	ION CHANNEL
KCNA3 	potassium voltage-gated channel, shaker-related subfamily, member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA4 	potassium voltage-gated channel, shaker-related subfamily, member 4 	GO	TRANSPORTER
KCNA4 	potassium voltage-gated channel, shaker-related subfamily, member 4 	GO, HopkinsGroom	ION CHANNEL
KCNA4 	potassium voltage-gated channel, shaker-related subfamily, member 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA5 	potassium voltage-gated channel, shaker-related subfamily, member 5 	GO	TRANSPORTER
KCNA5 	potassium voltage-gated channel, shaker-related subfamily, member 5 	GO, HopkinsGroom	ION CHANNEL
KCNA5 	potassium voltage-gated channel, shaker-related subfamily, member 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA6 	potassium voltage-gated channel, shaker-related subfamily, member 6 	GO	TRANSPORTER
KCNA6 	potassium voltage-gated channel, shaker-related subfamily, member 6 	GO, HopkinsGroom	ION CHANNEL
KCNA6 	potassium voltage-gated channel, shaker-related subfamily, member 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNA7 	potassium voltage-gated channel, shaker-related subfamily, member 7 	GO	TRANSPORTER
KCNA7 	potassium voltage-gated channel, shaker-related subfamily, member 7 	GO, HopkinsGroom	ION CHANNEL
KCNA7 	potassium voltage-gated channel, shaker-related subfamily, member 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNAB1 	potassium voltage-gated channel, shaker-related subfamily, beta member 1 	GO	ION CHANNEL
KCNAB1 	potassium voltage-gated channel, shaker-related subfamily, beta member 1 	GO	TRANSPORTER
KCNAB1 	potassium voltage-gated channel, shaker-related subfamily, beta member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNAB2 	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	GO	ION CHANNEL
KCNAB2 	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	GO	TRANSPORTER
KCNAB2 	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNAB3 	potassium voltage-gated channel, shaker-related subfamily, beta member 3 	GO	ION CHANNEL
KCNAB3 	potassium voltage-gated channel, shaker-related subfamily, beta member 3 	GO	TRANSPORTER
KCNAB3 	potassium voltage-gated channel, shaker-related subfamily, beta member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNB1 	potassium voltage-gated channel, Shab-related subfamily, member 1 	GO	TRANSPORTER
KCNB1 	potassium voltage-gated channel, Shab-related subfamily, member 1 	GO, HopkinsGroom	ION CHANNEL
KCNB1 	potassium voltage-gated channel, Shab-related subfamily, member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNB2 	potassium voltage-gated channel, Shab-related subfamily, member 2 	GO	TRANSPORTER
KCNB2 	potassium voltage-gated channel, Shab-related subfamily, member 2 	GO, HopkinsGroom	ION CHANNEL
KCNB2 	potassium voltage-gated channel, Shab-related subfamily, member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNC1 	potassium voltage-gated channel, Shaw-related subfamily, member 1 	GO	TRANSPORTER
KCNC1 	potassium voltage-gated channel, Shaw-related subfamily, member 1 	GO, HopkinsGroom	ION CHANNEL
KCNC1 	potassium voltage-gated channel, Shaw-related subfamily, member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNC2 	potassium voltage-gated channel, Shaw-related subfamily, member 2 	GO	TRANSPORTER
KCNC2 	potassium voltage-gated channel, Shaw-related subfamily, member 2 	GO, HopkinsGroom	ION CHANNEL
KCNC2 	potassium voltage-gated channel, Shaw-related subfamily, member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNC3 	potassium voltage-gated channel, Shaw-related subfamily, member 3 	GO	TRANSPORTER
KCNC3 	potassium voltage-gated channel, Shaw-related subfamily, member 3 	GO, HopkinsGroom	ION CHANNEL
KCNC3 	potassium voltage-gated channel, Shaw-related subfamily, member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNC4 	potassium voltage-gated channel, Shaw-related subfamily, member 4 	GO	TRANSPORTER
KCNC4 	potassium voltage-gated channel, Shaw-related subfamily, member 4 	GO, HopkinsGroom	ION CHANNEL
KCNC4 	potassium voltage-gated channel, Shaw-related subfamily, member 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCND1 	potassium voltage-gated channel, Shal-related subfamily, member 1 	GO	TRANSPORTER
KCND1 	potassium voltage-gated channel, Shal-related subfamily, member 1 	GO, HopkinsGroom	ION CHANNEL
KCND1 	potassium voltage-gated channel, Shal-related subfamily, member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCND2 	potassium voltage-gated channel, Shal-related subfamily, member 2 	GO	CELL SURFACE
KCND2 	potassium voltage-gated channel, Shal-related subfamily, member 2 	GO	TRANSPORTER
KCND2 	potassium voltage-gated channel, Shal-related subfamily, member 2 	GO, HopkinsGroom	ION CHANNEL
KCND2 	potassium voltage-gated channel, Shal-related subfamily, member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCND3 	potassium voltage-gated channel, Shal-related subfamily, member 3 	GO	TRANSPORTER
KCND3 	potassium voltage-gated channel, Shal-related subfamily, member 3 	GO, HopkinsGroom	ION CHANNEL
KCND3 	potassium voltage-gated channel, Shal-related subfamily, member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNE1 	potassium voltage-gated channel, Isk-related family, member 1 	GO	ION CHANNEL
KCNE1 	potassium voltage-gated channel, Isk-related family, member 1 	GO	TRANSPORTER
KCNE2 	potassium voltage-gated channel, Isk-related family, member 2 	GO	ION CHANNEL
KCNE2 	potassium voltage-gated channel, Isk-related family, member 2 	GO	TRANSPORTER
KCNE3 	potassium voltage-gated channel, Isk-related family, member 3 	GO	ION CHANNEL
KCNE3 	potassium voltage-gated channel, Isk-related family, member 3 	GO	TRANSPORTER
KCNE4 	potassium voltage-gated channel, Isk-related family, member 4 	GO	ION CHANNEL
KCNE4 	potassium voltage-gated channel, Isk-related family, member 4 	GO	TRANSPORTER
KCNF1 	potassium voltage-gated channel, subfamily F, member 1 	GO	TRANSPORTER
KCNF1 	potassium voltage-gated channel, subfamily F, member 1 	GO, HopkinsGroom	ION CHANNEL
KCNF1 	potassium voltage-gated channel, subfamily F, member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNG1 	potassium voltage-gated channel, subfamily G, member 1 	GO	TRANSPORTER
KCNG1 	potassium voltage-gated channel, subfamily G, member 1 	GO, HopkinsGroom	ION CHANNEL
KCNG1 	potassium voltage-gated channel, subfamily G, member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNG2 	potassium voltage-gated channel, subfamily G, member 2 	GO	TRANSPORTER
KCNG2 	potassium voltage-gated channel, subfamily G, member 2 	GO, HopkinsGroom	ION CHANNEL
KCNG2 	potassium voltage-gated channel, subfamily G, member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNG3 	potassium voltage-gated channel, subfamily G, member 3 	GO	TRANSPORTER
KCNG3 	potassium voltage-gated channel, subfamily G, member 3 	GO, HopkinsGroom	ION CHANNEL
KCNG3 	potassium voltage-gated channel, subfamily G, member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNG4 	potassium voltage-gated channel, subfamily G, member 4 	GO	TRANSPORTER
KCNG4 	potassium voltage-gated channel, subfamily G, member 4 	GO, HopkinsGroom	ION CHANNEL
KCNG4 	potassium voltage-gated channel, subfamily G, member 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH1 	potassium voltage-gated channel, subfamily H (eag-related), member 1 	GO	KINASE
KCNH1 	potassium voltage-gated channel, subfamily H (eag-related), member 1 	GO	TRANSPORTER
KCNH1 	potassium voltage-gated channel, subfamily H (eag-related), member 1 	GO, HopkinsGroom	ION CHANNEL
KCNH1 	potassium voltage-gated channel, subfamily H (eag-related), member 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH2 	potassium voltage-gated channel, subfamily H (eag-related), member 2 	GO	KINASE
KCNH2 	potassium voltage-gated channel, subfamily H (eag-related), member 2 	GO	TRANSPORTER
KCNH2 	potassium voltage-gated channel, subfamily H (eag-related), member 2 	GO, HopkinsGroom	ION CHANNEL
KCNH2 	potassium voltage-gated channel, subfamily H (eag-related), member 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH3 	potassium voltage-gated channel, subfamily H (eag-related), member 3 	GO	KINASE
KCNH3 	potassium voltage-gated channel, subfamily H (eag-related), member 3 	GO	TRANSPORTER
KCNH3 	potassium voltage-gated channel, subfamily H (eag-related), member 3 	GO, HopkinsGroom	ION CHANNEL
KCNH3 	potassium voltage-gated channel, subfamily H (eag-related), member 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH4 	potassium voltage-gated channel, subfamily H (eag-related), member 4 	GO	KINASE
KCNH4 	potassium voltage-gated channel, subfamily H (eag-related), member 4 	GO	TRANSPORTER
KCNH4 	potassium voltage-gated channel, subfamily H (eag-related), member 4 	GO, HopkinsGroom	ION CHANNEL
KCNH4 	potassium voltage-gated channel, subfamily H (eag-related), member 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH5 	potassium voltage-gated channel, subfamily H (eag-related), member 5 	GO	KINASE
KCNH5 	potassium voltage-gated channel, subfamily H (eag-related), member 5 	GO	TRANSPORTER
KCNH5 	potassium voltage-gated channel, subfamily H (eag-related), member 5 	GO, HopkinsGroom	ION CHANNEL
KCNH5 	potassium voltage-gated channel, subfamily H (eag-related), member 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH6 	potassium voltage-gated channel, subfamily H (eag-related), member 6 	GO	TRANSPORTER
KCNH6 	potassium voltage-gated channel, subfamily H (eag-related), member 6 	GO, HopkinsGroom	ION CHANNEL
KCNH6 	potassium voltage-gated channel, subfamily H (eag-related), member 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH7 	potassium voltage-gated channel, subfamily H (eag-related), member 7 	GO	TRANSPORTER
KCNH7 	potassium voltage-gated channel, subfamily H (eag-related), member 7 	GO, HopkinsGroom	ION CHANNEL
KCNH7 	potassium voltage-gated channel, subfamily H (eag-related), member 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNH8 	potassium voltage-gated channel, subfamily H (eag-related), member 8 	GO	KINASE
KCNH8 	potassium voltage-gated channel, subfamily H (eag-related), member 8 	GO	TRANSPORTER
KCNH8 	potassium voltage-gated channel, subfamily H (eag-related), member 8 	GO, HopkinsGroom	ION CHANNEL
KCNH8 	potassium voltage-gated channel, subfamily H (eag-related), member 8 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
KCNIP1 	Kv channel interacting protein 1 	GO	ION CHANNEL
